filename,ps,ds,dms,cycle
000112.csv,54,44,10,2
000113.csv,78,66,8,1
000114.csv,90,98,5,4
000115.csv,40,86,10,1
000116.csv,74,32,10,3
000117.csv,52,34,6,2
000118.csv,98,62,7,3
000119.csv,62,56,6,2
000120.csv,46,80,6,2
000121.csv,64,42,7,4
000122.csv,94,56,10,5
000123.csv,92,6,5,4
000124.csv,60,74,10,4
000125.csv,96,26,5,6
000126.csv,84,56,6,6
000127.csv,92,44,7,4
000128.csv,56,32,5,5
000129.csv,70,100,9,2
000130.csv,80,4,7,1
000131.csv,42,58,7,2
000132.csv,98,64,10,1
000133.csv,68,14,6,1
000134.csv,48,10,9,1
000135.csv,50,84,9,5
000136.csv,92,6,8,5
000137.csv,74,4,9,6
000138.csv,40,58,7,6
000139.csv,74,48,7,2
000140.csv,46,32,8,5
000141.csv,44,52,7,4
000142.csv,70,26,6,6
000143.csv,74,6,8,6
000144.csv,88,36,8,6
000145.csv,80,26,9,6
000146.csv,72,46,7,5
000147.csv,58,30,5,2
000148.csv,74,6,6,6
000149.csv,46,72,8,5
000150.csv,84,56,9,4
000151.csv,68,0,8,4
000152.csv,92,34,10,3
000153.csv,62,46,9,5
000154.csv,68,58,8,4
000155.csv,100,20,5,6
000156.csv,68,64,10,1
000157.csv,50,62,8,5
000158.csv,74,84,10,2
000159.csv,58,72,6,4
000160.csv,54,28,5,3
000161.csv,64,40,7,1
000162.csv,42,12,5,6
000163.csv,66,40,5,4
000164.csv,78,6,8,1
000165.csv,64,34,8,3
000166.csv,42,24,6,5
000167.csv,88,94,8,5
000168.csv,46,46,6,6
000169.csv,42,8,6,5
000170.csv,42,2,8,5
000171.csv,76,70,5,6
000172.csv,58,6,5,3
000173.csv,48,84,10,3
000174.csv,54,74,10,5
000175.csv,84,4,8,1
000176.csv,62,78,7,1
000177.csv,72,36,6,1
000178.csv,44,28,9,3
000179.csv,72,60,5,4
000180.csv,40,88,5,1
000181.csv,86,38,7,6
000182.csv,42,76,10,4
000183.csv,58,10,9,3
000184.csv,66,8,6,6
000185.csv,44,76,8,4
000186.csv,98,50,8,4
000187.csv,70,16,10,5
000188.csv,66,76,5,2
000189.csv,48,16,6,4
000190.csv,98,36,10,3
000191.csv,66,84,10,3
000192.csv,44,12,6,5
000193.csv,40,16,10,6
000194.csv,84,72,9,5
000195.csv,54,72,10,1
000196.csv,46,68,8,2
000197.csv,94,30,8,6
000198.csv,40,28,9,5
000199.csv,44,52,10,6
000200.csv,94,50,10,2
000201.csv,74,12,10,6
000202.csv,78,64,5,2
000203.csv,96,64,10,5
000204.csv,78,14,8,2
000205.csv,48,36,9,5
000206.csv,42,100,5,6
000207.csv,66,78,7,4
000208.csv,42,24,9,4
000209.csv,62,92,8,1
000210.csv,92,46,5,2
000211.csv,88,86,5,5
000212.csv,48,42,8,3
000213.csv,86,18,8,4
000214.csv,96,66,6,4
000215.csv,72,76,10,5
000216.csv,84,66,6,1
000217.csv,56,60,8,6
000218.csv,98,68,5,2
000219.csv,80,98,7,4
000220.csv,44,26,9,1
000221.csv,42,20,9,4
000222.csv,40,68,6,3
000223.csv,68,50,10,6
000224.csv,42,0,8,3
000225.csv,90,12,9,5
000226.csv,42,16,6,6
000227.csv,88,12,9,1
000228.csv,82,12,8,2
000229.csv,80,16,9,5
000230.csv,40,24,5,3
000231.csv,98,72,9,1
000232.csv,50,56,7,5
000233.csv,100,98,6,5
000234.csv,54,38,8,3
000235.csv,80,22,9,6
000236.csv,58,78,5,2
000237.csv,60,94,8,4
000238.csv,82,50,6,3
000239.csv,42,0,6,1
000240.csv,56,18,8,4
000241.csv,58,2,7,6
000242.csv,48,64,9,6
000243.csv,60,22,10,3
000244.csv,98,74,7,1
000245.csv,54,4,7,4
000246.csv,64,90,9,1
000247.csv,78,50,10,4
000248.csv,100,34,5,6
000249.csv,52,58,7,1
000250.csv,58,54,8,3
000251.csv,60,50,9,6
000252.csv,64,84,7,6
000253.csv,90,66,9,2
000254.csv,80,8,7,5
000255.csv,84,60,10,6
000256.csv,50,96,7,6
000257.csv,78,96,7,2
000258.csv,94,100,6,1
000259.csv,60,86,9,4
000260.csv,48,94,7,2
000261.csv,52,70,8,3
000262.csv,50,30,7,5
000263.csv,86,76,6,1
000264.csv,76,26,6,2
000265.csv,52,38,8,1
000266.csv,52,44,10,5
000267.csv,94,74,5,5
000268.csv,46,16,9,6
000269.csv,78,6,10,1
000270.csv,60,8,6,2
000271.csv,66,50,7,4
000272.csv,48,38,6,5
000273.csv,50,56,6,3
000274.csv,50,4,6,5
000275.csv,86,90,10,3
000276.csv,46,24,8,4
000277.csv,84,4,5,1
000278.csv,46,0,8,5
000279.csv,74,26,7,2
000280.csv,74,42,10,5
000281.csv,62,48,5,6
000282.csv,90,22,8,2
000283.csv,94,70,5,6
000284.csv,92,22,7,6
000285.csv,84,88,9,2
000286.csv,96,72,5,3
000287.csv,76,2,8,3
000288.csv,44,64,5,4
000289.csv,94,4,8,6
000290.csv,42,10,8,1
000291.csv,64,14,5,5
000292.csv,90,74,5,6
000293.csv,64,50,7,3
000294.csv,72,94,8,4
000295.csv,60,52,10,3
000296.csv,88,44,8,3
000297.csv,98,84,7,6
000298.csv,78,8,6,1
000299.csv,50,58,7,2
000300.csv,46,46,5,4
000301.csv,94,48,6,6
000302.csv,96,28,5,2
000303.csv,44,14,10,5
000304.csv,52,18,9,6
000305.csv,52,90,9,6
000306.csv,66,24,8,2
000307.csv,74,40,8,2
000308.csv,62,12,8,2
000309.csv,88,78,8,1
000310.csv,50,50,10,4
000311.csv,70,54,10,5
000312.csv,60,48,10,1
000313.csv,100,44,5,4
000314.csv,44,4,10,3
000315.csv,64,30,7,6
000316.csv,52,88,10,2
000317.csv,84,46,6,2
000318.csv,90,34,9,1
000319.csv,72,66,10,5
000320.csv,94,52,6,4
000321.csv,56,40,10,4
000322.csv,42,32,8,3
000323.csv,98,32,7,4
000324.csv,40,10,6,2
000325.csv,60,68,7,5
000326.csv,80,2,8,3
000327.csv,66,60,9,3
000328.csv,40,34,6,5
000329.csv,90,70,7,1
000330.csv,88,40,6,5
000331.csv,52,2,10,2
000332.csv,94,74,5,3
000333.csv,76,2,10,2
000334.csv,86,42,5,6
000335.csv,82,20,5,3
000336.csv,82,22,7,2
000337.csv,56,14,9,5
000338.csv,60,98,6,6
000339.csv,56,40,8,4
000340.csv,40,40,8,2
000341.csv,74,42,5,5
000342.csv,68,48,7,4
000343.csv,62,54,5,5
000344.csv,58,60,10,5
000345.csv,82,60,5,1
000346.csv,40,2,8,1
000347.csv,90,96,7,2
000348.csv,74,80,5,6
000349.csv,100,26,8,2
000350.csv,82,24,7,6
000351.csv,66,44,6,4
000352.csv,44,94,10,5
000353.csv,52,54,10,1
000354.csv,40,24,5,6
000355.csv,46,22,8,1
000356.csv,90,6,5,1
000357.csv,56,32,10,3
000358.csv,92,26,6,3
000359.csv,46,42,5,4
000360.csv,68,92,10,2
000361.csv,76,78,5,1
000362.csv,90,38,10,3
000363.csv,96,12,9,3
000364.csv,58,66,10,5
000365.csv,68,44,10,4
000366.csv,92,38,7,3
000367.csv,64,72,8,4
000368.csv,98,4,9,6
000369.csv,94,88,10,6
000370.csv,80,6,10,6
000371.csv,78,40,8,4
000372.csv,54,16,5,6
000373.csv,78,76,7,1
000374.csv,66,68,6,3
000375.csv,94,82,7,1
000376.csv,70,14,8,2
000377.csv,96,82,10,5
000378.csv,56,56,8,1
000379.csv,88,30,8,3
000380.csv,94,24,10,6
000381.csv,84,82,5,1
000382.csv,54,90,9,3
000383.csv,70,40,10,4
000384.csv,54,96,10,1
000385.csv,88,58,10,5
000386.csv,94,100,5,6
000387.csv,42,70,7,4
000388.csv,44,46,5,4
000389.csv,62,82,7,5
000390.csv,62,48,6,5
000391.csv,96,78,7,4
000392.csv,70,66,5,5
000393.csv,82,16,10,1
000394.csv,100,66,6,6
000395.csv,74,94,10,2
000396.csv,98,82,10,2
000397.csv,88,96,7,5
000398.csv,82,68,6,4
000399.csv,66,74,6,1
000400.csv,68,70,5,4
000401.csv,48,48,8,3
000402.csv,42,88,6,2
000403.csv,86,94,8,4
000404.csv,92,78,6,6
000405.csv,100,78,5,3
000406.csv,64,16,7,1
000407.csv,70,80,5,6
000408.csv,52,90,6,5
000409.csv,68,86,6,3
000410.csv,74,4,6,5
000411.csv,82,42,10,5
000412.csv,50,96,5,2
000413.csv,60,60,5,1
000414.csv,72,8,9,2
000415.csv,50,84,5,6
000416.csv,46,60,5,3
000417.csv,74,88,9,1
000418.csv,76,84,8,1
000419.csv,100,38,6,2
000420.csv,40,62,8,1
000421.csv,60,54,10,1
000422.csv,58,16,6,6
000423.csv,86,98,5,3
000424.csv,86,88,9,3
000425.csv,68,86,7,5
000426.csv,46,60,6,3
000427.csv,84,68,9,1
000428.csv,44,20,5,4
000429.csv,60,64,10,3
000430.csv,48,86,10,2
000431.csv,58,46,8,1
000432.csv,84,58,5,6
000433.csv,58,28,6,1
000434.csv,64,20,5,4
000435.csv,78,16,5,4
000436.csv,78,26,9,3
000437.csv,50,60,5,1
000438.csv,72,76,5,3
000439.csv,46,36,5,3
000440.csv,58,50,6,6
000441.csv,82,56,9,4
000442.csv,96,44,5,4
000443.csv,50,78,5,3
000444.csv,78,64,8,1
000445.csv,80,34,7,3
000446.csv,58,52,9,1
000447.csv,64,20,5,5
000448.csv,80,20,6,5
000449.csv,82,74,8,1
000450.csv,52,16,6,5
000451.csv,78,92,8,5
000452.csv,84,36,9,5
000453.csv,68,8,8,3
000454.csv,50,6,6,4
000455.csv,58,96,5,4
000456.csv,60,10,8,1
000457.csv,90,64,10,3
000458.csv,92,44,6,5
000459.csv,62,24,7,5
000460.csv,96,42,6,2
000461.csv,54,78,8,4
000462.csv,100,32,7,4
000463.csv,42,34,6,1
000464.csv,92,100,9,2
000465.csv,68,10,9,2
000466.csv,52,50,6,5
000467.csv,100,36,5,1
000468.csv,48,54,6,6
000469.csv,96,4,8,6
000470.csv,78,12,8,3
000471.csv,88,58,9,3
000472.csv,58,24,5,3
000473.csv,80,38,9,4
000474.csv,92,28,8,4
000475.csv,78,8,9,2
000476.csv,52,32,6,1
000477.csv,84,86,10,4
000478.csv,42,28,7,6
000479.csv,90,70,7,6
000480.csv,50,64,8,1
000481.csv,68,56,7,3
000482.csv,86,98,7,6
000483.csv,70,96,8,5
000484.csv,100,80,10,4
000485.csv,44,14,8,5
000486.csv,62,32,7,3
000487.csv,50,36,9,1
000488.csv,52,72,5,6
000489.csv,66,16,9,3
000490.csv,48,62,6,6
000491.csv,44,36,7,1
000492.csv,40,70,7,2
000493.csv,88,72,8,6
000494.csv,100,98,10,3
000495.csv,80,46,8,4
000496.csv,80,68,9,2
000497.csv,72,36,8,3
000498.csv,44,40,9,3
000499.csv,90,50,10,4
000500.csv,82,40,5,2
000501.csv,82,64,7,2
000502.csv,88,94,10,6
000503.csv,94,96,5,6
000504.csv,96,36,5,2
000505.csv,44,50,10,2
000506.csv,88,46,9,2
000507.csv,86,0,8,5
000508.csv,54,28,9,4
000509.csv,80,92,9,6
000510.csv,68,34,5,5
000511.csv,96,86,6,6
000512.csv,96,94,10,4
000513.csv,58,38,9,5
000514.csv,96,72,8,3
000515.csv,86,10,9,3
000516.csv,84,22,10,4
000517.csv,40,24,6,1
000518.csv,56,70,5,3
000519.csv,78,96,9,6
000520.csv,80,70,8,1
000521.csv,86,82,5,5
000522.csv,100,94,7,3
000523.csv,52,78,7,6
000524.csv,64,84,7,5
000525.csv,88,2,6,5
000526.csv,100,24,10,4
000527.csv,68,12,9,2
000528.csv,46,98,7,5
000529.csv,66,26,7,5
000530.csv,40,12,8,2
000531.csv,50,54,8,5
000532.csv,50,74,9,4
000533.csv,90,50,10,2
000534.csv,62,46,10,4
000535.csv,72,66,5,2
000536.csv,94,18,5,5
000537.csv,70,54,5,6
000538.csv,44,86,6,4
000539.csv,58,80,7,1
000540.csv,88,32,5,2
000541.csv,46,38,7,1
000542.csv,94,34,6,3
000543.csv,68,92,6,6
000544.csv,96,100,9,6
000545.csv,46,52,7,1
000546.csv,46,26,8,3
000547.csv,68,30,7,6
000548.csv,90,6,5,6
000549.csv,90,20,9,6
000550.csv,70,18,7,4
000551.csv,100,80,8,6
000552.csv,68,14,10,2
000553.csv,70,0,8,5
000554.csv,84,50,6,3
000555.csv,56,66,8,1
000556.csv,98,80,8,2
000557.csv,40,52,7,1
000558.csv,60,6,8,6
000559.csv,50,100,6,5
000560.csv,74,44,6,4
000561.csv,42,74,7,4
000562.csv,40,16,8,5
000563.csv,54,54,8,1
000564.csv,56,26,7,4
000565.csv,84,48,8,5
000566.csv,86,30,9,5
000567.csv,82,66,7,3
000568.csv,96,52,6,1
000569.csv,72,90,5,4
000570.csv,88,42,7,3
000571.csv,46,46,9,1
000572.csv,50,96,9,2
000573.csv,50,50,10,3
000574.csv,60,52,9,3
000575.csv,44,12,10,3
000576.csv,40,100,9,2
000577.csv,42,50,9,5
000578.csv,42,30,9,1
000579.csv,86,60,6,6
000580.csv,98,64,8,3
000581.csv,92,68,6,1
000582.csv,84,66,8,2
000583.csv,68,58,8,1
000584.csv,54,94,5,6
000585.csv,62,66,8,2
000586.csv,88,88,6,5
000587.csv,100,64,7,4
000588.csv,76,2,9,6
000589.csv,94,60,5,2
000590.csv,48,8,10,4
000591.csv,50,8,6,5
000592.csv,78,96,8,1
000593.csv,98,86,10,1
000594.csv,98,78,6,5
000595.csv,88,40,6,3
000596.csv,40,70,9,4
000597.csv,42,62,5,2
000598.csv,40,34,5,3
000599.csv,80,30,10,1
000600.csv,48,94,8,5
000601.csv,74,94,9,5
000602.csv,86,18,9,4
000603.csv,96,16,8,1
000604.csv,60,60,10,4
000605.csv,58,58,9,5
000606.csv,94,52,9,3
000607.csv,70,22,9,3
000608.csv,86,84,9,4
000609.csv,82,58,6,2
000610.csv,70,8,8,5
000611.csv,68,14,6,2
000612.csv,76,6,8,4
000613.csv,74,4,5,2
000614.csv,84,22,9,6
000615.csv,40,20,8,6
000616.csv,94,68,7,1
000617.csv,66,0,9,4
000618.csv,58,58,9,4
000619.csv,76,38,7,2
000620.csv,46,98,10,2
000621.csv,62,72,6,2
000622.csv,46,14,7,5
000623.csv,92,24,7,2
000624.csv,52,76,5,1
000625.csv,92,100,5,1
000626.csv,82,86,5,4
000627.csv,98,16,7,5
000628.csv,86,90,10,2
000629.csv,54,24,6,5
000630.csv,42,54,10,2
000631.csv,44,46,6,2
000632.csv,100,80,10,2
000633.csv,66,14,7,4
000634.csv,68,88,10,3
000635.csv,42,8,6,6
000636.csv,54,26,5,3
000637.csv,84,90,5,2
000638.csv,86,74,6,2
000639.csv,54,38,7,4
000640.csv,64,70,8,1
000641.csv,96,70,5,6
000642.csv,54,24,10,1
000643.csv,100,18,7,6
000644.csv,62,100,9,6
000645.csv,78,22,7,2
000646.csv,100,78,7,6
000647.csv,58,36,6,1
000648.csv,66,58,5,4
000649.csv,82,38,9,3
000650.csv,80,94,7,4
000651.csv,58,46,6,1
000652.csv,94,34,9,3
000653.csv,62,72,9,1
000654.csv,96,84,8,2
000655.csv,70,28,9,3
000656.csv,62,92,8,5
000657.csv,60,0,8,3
000658.csv,48,36,5,4
000659.csv,74,0,9,4
000660.csv,84,44,10,3
000661.csv,64,66,8,5
000662.csv,70,52,5,4
000663.csv,46,18,8,5
000664.csv,74,42,7,2
000665.csv,58,88,10,6
000666.csv,40,4,10,2
000667.csv,100,18,8,4
000668.csv,42,80,9,3
000669.csv,100,86,5,6
000670.csv,54,96,8,5
000671.csv,94,10,5,5
000672.csv,66,20,5,6
000673.csv,100,42,6,6
000674.csv,64,40,9,3
000675.csv,74,74,9,6
000676.csv,96,76,5,6
000677.csv,92,54,10,2
000678.csv,68,0,10,6
000679.csv,64,16,6,3
000680.csv,92,50,10,2
000681.csv,92,76,7,4
000682.csv,90,6,6,2
000683.csv,48,54,10,3
000684.csv,94,90,10,3
000685.csv,56,48,9,5
000686.csv,78,70,9,5
000687.csv,80,48,9,3
000688.csv,82,68,10,1
000689.csv,94,8,6,5
000690.csv,60,52,9,6
000691.csv,62,32,6,2
000692.csv,40,50,6,3
000693.csv,60,32,7,1
000694.csv,46,28,8,3
000695.csv,58,38,5,2
000696.csv,76,4,6,3
000697.csv,42,16,9,3
000698.csv,60,14,6,1
000699.csv,100,74,5,6
000700.csv,78,36,5,2
000701.csv,40,98,7,2
000702.csv,76,34,8,1
000703.csv,98,52,9,5
000704.csv,88,100,7,2
000705.csv,92,22,5,3
000706.csv,64,2,5,6
000707.csv,94,50,5,5
000708.csv,48,66,5,5
000709.csv,44,50,8,2
000710.csv,100,84,6,5
000711.csv,66,38,8,6
000712.csv,84,48,6,5
000713.csv,100,90,10,6
000714.csv,74,30,9,2
000715.csv,78,54,6,4
000716.csv,52,88,9,3
000717.csv,50,96,9,6
000718.csv,62,12,9,3
000719.csv,92,94,7,5
000720.csv,60,40,5,6
000721.csv,46,28,6,1
000722.csv,74,58,5,1
000723.csv,60,98,6,1
000724.csv,60,76,7,5
000725.csv,62,0,6,2
000726.csv,58,38,6,3
000727.csv,46,12,5,5
000728.csv,88,66,10,4
000729.csv,56,54,8,4
000730.csv,48,32,9,5
000731.csv,50,16,10,6
000732.csv,84,80,7,1
000733.csv,64,90,5,2
000734.csv,40,44,6,3
000735.csv,96,34,8,5
000736.csv,42,22,9,5
000737.csv,74,0,5,5
000738.csv,86,92,6,3
000739.csv,70,96,10,1
000740.csv,50,74,10,2
000741.csv,44,58,9,1
000742.csv,70,92,10,2
000743.csv,58,8,5,4
000744.csv,58,0,7,1
000745.csv,76,48,6,1
000746.csv,58,74,5,1
000747.csv,58,56,10,5
000748.csv,48,90,7,4
000749.csv,80,24,7,1
000750.csv,52,14,7,2
000751.csv,62,68,9,6
000752.csv,68,28,8,1
000753.csv,92,56,7,6
000754.csv,78,64,6,4
000755.csv,82,30,9,1
000756.csv,62,6,9,1
000757.csv,88,66,8,5
000758.csv,48,32,9,3
000759.csv,56,38,10,5
000760.csv,68,0,6,2
000761.csv,52,76,10,5
000762.csv,86,42,7,6
000763.csv,74,72,5,5
000764.csv,46,82,5,1
000765.csv,40,46,10,2
000766.csv,92,2,5,1
000767.csv,70,86,5,6
000768.csv,92,66,6,5
000769.csv,48,100,8,3
000770.csv,42,4,9,4
000771.csv,80,52,7,6
000772.csv,62,48,8,3
000773.csv,50,12,8,1
000774.csv,72,42,9,2
000775.csv,90,70,7,3
000776.csv,62,22,8,1
000777.csv,76,74,5,3
000778.csv,42,16,10,6
000779.csv,88,76,6,4
000780.csv,88,96,7,3
000781.csv,58,100,10,2
000782.csv,84,6,10,4
000783.csv,62,100,9,4
000784.csv,48,62,8,6
000785.csv,66,18,9,4
000786.csv,92,86,7,6
000787.csv,80,58,9,6
000788.csv,98,74,10,2
000789.csv,40,18,9,4
000790.csv,86,0,10,3
000791.csv,40,12,10,2
000792.csv,66,16,6,2
000793.csv,78,86,8,3
000794.csv,84,16,7,5
000795.csv,76,92,8,4
000796.csv,78,0,8,5
000797.csv,40,72,8,6
000798.csv,100,64,6,1
000799.csv,54,44,10,3
000800.csv,80,0,6,4
000801.csv,56,64,9,5
000802.csv,42,38,9,5
000803.csv,80,16,7,5
000804.csv,88,2,8,6
000805.csv,96,72,6,3
000806.csv,96,50,6,6
000807.csv,88,10,5,6
000808.csv,44,30,6,5
000809.csv,80,68,5,2
000810.csv,52,88,5,2
000811.csv,62,46,9,6
000812.csv,56,80,9,5
000813.csv,42,42,5,4
000814.csv,100,44,10,3
000815.csv,50,6,6,6
000816.csv,54,26,6,2
000817.csv,40,40,5,2
000818.csv,78,0,7,3
000819.csv,78,36,7,4
000820.csv,68,30,6,3
000821.csv,88,6,8,3
000822.csv,74,68,5,5
000823.csv,40,24,6,3
000824.csv,82,40,9,3
000825.csv,88,74,5,6
000826.csv,62,56,5,3
000827.csv,94,34,10,6
000828.csv,56,48,7,3
000829.csv,54,74,5,2
000830.csv,58,14,8,4
000831.csv,74,40,6,1
000832.csv,78,48,8,5
000833.csv,44,34,9,1
000834.csv,64,32,8,3
000835.csv,46,66,6,2
000836.csv,84,14,7,4
000837.csv,48,90,10,1
000838.csv,44,36,8,2
000839.csv,84,98,10,4
000840.csv,92,8,7,6
000841.csv,80,42,6,3
000842.csv,98,72,9,5
000843.csv,54,26,10,6
000844.csv,94,92,6,2
000845.csv,62,22,6,5
000846.csv,70,28,6,5
000847.csv,94,86,5,5
000848.csv,98,16,7,6
000849.csv,84,70,5,1
000850.csv,44,2,9,5
000851.csv,56,4,5,1
000852.csv,50,56,5,5
000853.csv,60,98,9,3
000854.csv,46,50,9,1
000855.csv,64,96,7,6
000856.csv,96,2,6,6
000857.csv,86,80,9,1
000858.csv,78,16,7,1
000859.csv,92,88,7,1
000860.csv,88,40,10,5
000861.csv,40,82,9,5
000862.csv,44,78,6,2
000863.csv,72,56,9,5
000864.csv,62,18,8,4
000865.csv,64,74,7,2
000866.csv,78,86,7,5
000867.csv,42,74,10,4
000868.csv,40,56,5,3
000869.csv,66,78,7,1
000870.csv,74,2,10,2
000871.csv,96,24,10,5
000872.csv,40,88,6,3
000873.csv,62,26,10,6
000874.csv,50,66,9,6
000875.csv,48,62,7,1
000876.csv,88,56,10,1
000877.csv,42,4,7,5
000878.csv,76,66,5,3
000879.csv,70,38,8,5
000880.csv,68,8,10,4
000881.csv,84,92,10,1
000882.csv,90,36,6,5
000883.csv,74,54,6,1
000884.csv,64,82,10,4
000885.csv,70,24,8,1
000886.csv,86,58,5,2
000887.csv,54,30,8,4
000888.csv,82,54,5,5
000889.csv,78,8,7,5
000890.csv,68,82,7,4
000891.csv,96,4,9,1
000892.csv,62,28,9,3
000893.csv,64,42,8,4
000894.csv,54,54,6,6
000895.csv,84,92,9,2
000896.csv,54,66,7,1
000897.csv,82,78,10,1
000898.csv,70,24,7,5
000899.csv,82,82,9,5
000900.csv,92,66,9,2
000901.csv,74,46,10,1
000902.csv,84,100,10,3
000903.csv,46,80,6,3
000904.csv,86,48,9,1
000905.csv,56,24,5,1
000906.csv,80,82,7,4
000907.csv,44,40,10,6
000908.csv,96,86,6,4
000909.csv,100,6,8,3
000910.csv,66,52,5,2
000911.csv,92,12,7,6
000912.csv,66,66,8,2
000913.csv,66,0,5,3
000914.csv,92,6,9,2
000915.csv,62,30,8,4
000916.csv,76,88,5,5
000917.csv,62,34,5,2
000918.csv,58,54,5,2
000919.csv,52,80,7,4
000920.csv,78,76,7,6
000921.csv,52,50,9,1
000922.csv,52,78,10,5
000923.csv,64,98,10,5
000924.csv,56,22,8,3
000925.csv,84,4,7,1
000926.csv,40,14,8,4
000927.csv,96,64,7,2
000928.csv,66,60,5,1
000929.csv,96,96,5,1
000930.csv,68,80,8,6
000931.csv,88,40,5,5
000932.csv,88,72,10,5
000933.csv,54,94,5,1
000934.csv,62,30,9,1
000935.csv,52,38,8,4
000936.csv,52,12,9,4
000937.csv,80,38,6,3
000938.csv,62,100,8,2
000939.csv,64,32,6,2
000940.csv,48,12,10,4
000941.csv,42,100,10,4
000942.csv,68,38,8,4
000943.csv,50,22,6,6
000944.csv,80,98,6,5
000945.csv,52,64,6,2
000946.csv,44,46,10,1
000947.csv,70,26,8,1
000948.csv,86,52,9,6
000949.csv,96,34,9,3
000950.csv,64,44,9,4
000951.csv,42,8,9,6
000952.csv,76,40,9,6
000953.csv,44,56,7,3
000954.csv,82,82,10,3
000955.csv,96,76,8,1
000956.csv,46,92,7,3
000957.csv,76,100,10,6
000958.csv,90,30,8,2
000959.csv,40,4,5,3
000960.csv,46,54,9,2
000961.csv,62,62,7,5
000962.csv,86,66,8,5
000963.csv,92,70,6,3
000964.csv,98,64,5,6
000965.csv,96,74,8,3
000966.csv,60,26,9,1
000967.csv,82,2,6,2
000968.csv,72,2,6,3
000969.csv,94,66,10,4
000970.csv,64,24,5,3
000971.csv,86,54,6,6
000972.csv,80,12,5,3
000973.csv,78,64,9,3
000974.csv,56,24,7,4
000975.csv,72,2,9,3
000976.csv,44,98,7,3
000977.csv,70,82,10,5
000978.csv,68,4,8,4
000979.csv,46,58,8,3
000980.csv,72,52,9,2
000981.csv,80,82,8,1
000982.csv,70,82,5,1
000983.csv,54,4,10,2
000984.csv,62,76,8,1
000985.csv,50,4,6,4
000986.csv,76,90,9,6
000987.csv,92,56,7,1
000988.csv,50,14,9,3
000989.csv,94,54,10,5
000990.csv,66,82,5,1
000991.csv,80,52,8,6
000992.csv,82,20,6,5
000993.csv,86,36,8,6
000994.csv,70,26,10,5
000995.csv,96,92,10,1
000996.csv,92,64,5,6
000997.csv,64,40,5,5
