filename,ps,ds,dms,cycle
000339.csv,85,69,6,2
000340.csv,73,18,6,1
000341.csv,76,14,6,3
000342.csv,80,22,7,6
000343.csv,56,23,8,3
000344.csv,88,50,10,4
000345.csv,100,81,10,5
000346.csv,76,35,5,5
000347.csv,64,43,7,4
000348.csv,62,19,5,1
000349.csv,90,3,9,6
000350.csv,82,45,6,3
000351.csv,60,17,5,3
000352.csv,69,52,5,3
000353.csv,67,80,7,1
000354.csv,67,96,5,4
000355.csv,69,54,6,5
000356.csv,49,43,10,2
000357.csv,50,87,8,2
000358.csv,50,30,10,4
000359.csv,43,35,10,4
000360.csv,67,13,10,4
000361.csv,74,48,9,6
000362.csv,83,31,5,3
000363.csv,53,6,8,5
000364.csv,50,67,8,5
000365.csv,89,76,5,5
000366.csv,75,14,9,4
000367.csv,41,51,6,5
000368.csv,71,15,6,6
000369.csv,80,69,10,2
000370.csv,79,28,7,3
000371.csv,41,18,10,1
000372.csv,81,95,7,6
000373.csv,88,98,8,1
000374.csv,87,22,9,6
000375.csv,95,99,8,2
000376.csv,81,86,7,6
000377.csv,56,49,9,6
000378.csv,88,48,9,5
000379.csv,52,48,8,6
000380.csv,80,65,7,2
000381.csv,98,27,9,3
000382.csv,68,56,9,2
000383.csv,85,87,5,3
000384.csv,57,85,6,2
000385.csv,71,16,9,2
000386.csv,96,85,5,3
000387.csv,71,84,10,4
000388.csv,82,94,6,2
000389.csv,95,77,10,2
000390.csv,60,15,9,3
000391.csv,56,65,8,6
000392.csv,45,71,10,6
000393.csv,55,34,5,1
000394.csv,59,70,8,2
000395.csv,59,55,9,1
000396.csv,46,83,8,2
000397.csv,45,100,9,5
000398.csv,86,69,6,3
000399.csv,42,94,10,5
000400.csv,85,52,5,3
000401.csv,67,46,6,1
000402.csv,92,75,9,3
000403.csv,57,100,7,6
000404.csv,40,76,10,1
000405.csv,49,63,7,4
000406.csv,90,22,7,6
000407.csv,97,46,8,4
000408.csv,84,30,10,2
000409.csv,60,80,5,5
000410.csv,78,17,10,5
000411.csv,92,58,9,4
000412.csv,73,67,10,5
000413.csv,79,50,10,3
000414.csv,78,72,10,3
000415.csv,90,57,5,5
000416.csv,64,76,5,3
000417.csv,82,25,5,5
000418.csv,73,18,7,1
000419.csv,57,83,8,5
000420.csv,56,55,5,4
000421.csv,42,83,7,1
000422.csv,92,18,7,3
000423.csv,46,6,9,4
000424.csv,44,63,9,5
000425.csv,83,52,9,1
000426.csv,99,24,8,1
000427.csv,55,94,8,1
000428.csv,63,12,7,4
000429.csv,53,2,9,1
000430.csv,68,13,8,4
000431.csv,56,84,10,1
000432.csv,96,60,7,1
000433.csv,90,14,9,5
000434.csv,66,44,6,3
000435.csv,63,0,5,4
000436.csv,43,46,10,3
000437.csv,40,90,8,6
000438.csv,85,39,5,1
000439.csv,55,35,6,5
000440.csv,75,21,8,3
000441.csv,53,51,8,2
000442.csv,49,93,9,1
000443.csv,60,63,8,4
000444.csv,81,76,7,2
000445.csv,81,98,9,2
000446.csv,69,46,8,6
000447.csv,54,50,10,3
000448.csv,78,87,6,3
000449.csv,51,96,8,3
000450.csv,91,37,10,2
000451.csv,80,67,6,3
000452.csv,69,91,5,1
000453.csv,55,36,9,3
000454.csv,41,3,8,2
000455.csv,58,68,10,2
000456.csv,84,95,6,3
000457.csv,72,30,9,1
000458.csv,59,84,10,6
000459.csv,97,31,5,3
000460.csv,64,65,6,2
000461.csv,77,68,5,1
000462.csv,97,58,6,3
000463.csv,48,14,7,5
000464.csv,75,22,10,5
000465.csv,78,15,6,1
000466.csv,62,16,10,6
000467.csv,85,86,6,3
000468.csv,51,12,7,3
000469.csv,41,16,7,6
000470.csv,76,82,7,5
000471.csv,86,18,9,1
000472.csv,60,89,7,5
000473.csv,97,76,10,1
000474.csv,52,74,7,1
000475.csv,71,95,8,2
000476.csv,49,38,5,1
000477.csv,40,26,6,5
000478.csv,100,58,10,1
000479.csv,71,21,8,2
000480.csv,78,1,8,6
000481.csv,92,26,6,4
000482.csv,42,10,8,4
000483.csv,99,91,9,1
000484.csv,72,45,7,5
000485.csv,44,25,7,1
000486.csv,60,52,9,6
000487.csv,66,90,10,5
000488.csv,58,31,10,1
000489.csv,66,25,10,1
000490.csv,80,14,8,1
000491.csv,79,75,10,4
000492.csv,92,18,10,4
000493.csv,61,8,6,5
000494.csv,59,4,7,2
000495.csv,77,85,9,3
000496.csv,66,18,6,3
000497.csv,90,45,10,3
000498.csv,40,19,10,1
000499.csv,69,27,7,3
000500.csv,64,61,10,5
000501.csv,76,76,10,3
000502.csv,78,10,6,5
000503.csv,60,69,5,2
000504.csv,43,71,9,5
000505.csv,79,85,7,5
000506.csv,74,87,10,6
000507.csv,89,92,8,1
000508.csv,100,39,5,4
000509.csv,87,59,5,4
000510.csv,71,8,5,3
000511.csv,89,2,8,6
000512.csv,84,18,9,1
000513.csv,61,21,7,3
000514.csv,91,23,5,6
000515.csv,99,2,7,4
000516.csv,76,26,10,4
000517.csv,87,99,6,3
000518.csv,92,17,7,2
000519.csv,85,74,6,2
000520.csv,48,6,8,5
000521.csv,51,25,8,4
000522.csv,99,83,6,1
000523.csv,75,94,9,3
000524.csv,61,53,8,5
000525.csv,93,90,10,4
000526.csv,94,72,6,3
000527.csv,59,41,9,4
000528.csv,100,22,9,5
000529.csv,46,50,6,1
000530.csv,85,66,5,1
000531.csv,76,96,9,3
000532.csv,42,69,5,5
000533.csv,79,4,5,1
000534.csv,73,98,6,1
000535.csv,41,52,6,5
000536.csv,46,34,6,4
000537.csv,61,67,5,5
000538.csv,42,49,6,3
000539.csv,81,80,8,4
000540.csv,54,78,7,4
000541.csv,64,100,6,4
000542.csv,90,87,7,2
000543.csv,57,16,6,2
000544.csv,49,12,5,5
000545.csv,51,40,10,5
000546.csv,57,37,10,6
000547.csv,92,82,10,3
000548.csv,51,32,9,6
000549.csv,67,62,8,3
000550.csv,82,39,5,6
000551.csv,56,95,8,1
000552.csv,96,24,5,4
000553.csv,89,10,9,2
000554.csv,51,30,10,4
000555.csv,51,24,5,6
000556.csv,66,79,7,3
000557.csv,82,77,7,6
000558.csv,71,62,10,4
000559.csv,45,57,6,3
000560.csv,65,34,8,1
000561.csv,52,85,9,3
000562.csv,99,75,8,6
000563.csv,82,41,9,1
000564.csv,49,90,8,6
000565.csv,43,20,9,5
000566.csv,49,35,7,4
000567.csv,42,30,5,3
000568.csv,86,78,10,2
000569.csv,89,96,9,5
000570.csv,93,94,10,5
000571.csv,44,56,9,5
000572.csv,90,87,8,2
000573.csv,64,29,10,2
000574.csv,99,59,10,4
000575.csv,81,45,8,2
000576.csv,95,60,6,4
000577.csv,68,9,7,6
000578.csv,60,16,5,6
000579.csv,74,37,5,4
000580.csv,93,7,9,5
000581.csv,89,37,5,6
000582.csv,50,7,9,1
000583.csv,66,72,9,1
000584.csv,58,72,7,4
000585.csv,68,59,8,6
000586.csv,47,88,7,4
000587.csv,75,54,9,2
000588.csv,97,57,6,3
000589.csv,68,61,7,2
000590.csv,84,72,7,5
000591.csv,40,59,8,5
000592.csv,98,76,9,1
000593.csv,75,49,9,1
000594.csv,90,96,10,5
000595.csv,56,47,10,6
000596.csv,46,64,9,1
000597.csv,93,96,6,4
000598.csv,96,21,7,2
000599.csv,99,34,6,1
000600.csv,75,51,6,3
000601.csv,67,30,8,6
000602.csv,43,13,6,4
000603.csv,70,51,5,6
000604.csv,95,13,8,2
000605.csv,61,8,10,3
000606.csv,74,3,5,3
000607.csv,83,85,7,2
000608.csv,47,31,9,5
000609.csv,76,91,9,1
000610.csv,97,23,5,3
000611.csv,42,87,5,1
000612.csv,43,58,9,5
000613.csv,78,97,9,6
000614.csv,68,20,10,1
000615.csv,72,50,7,6
000616.csv,80,11,8,2
000617.csv,66,32,6,5
000618.csv,73,22,5,1
000619.csv,84,16,5,2
000620.csv,40,5,9,5
000621.csv,85,62,8,2
000622.csv,76,1,5,6
000623.csv,41,23,9,3
000624.csv,61,99,9,1
000625.csv,81,14,9,2
000626.csv,92,95,8,5
000627.csv,87,85,8,4
000628.csv,77,61,7,1
000629.csv,66,12,7,5
000630.csv,55,88,7,6
000631.csv,54,81,8,5
000632.csv,53,26,7,6
000633.csv,100,39,9,5
000634.csv,86,59,9,1
000635.csv,53,75,9,6
000636.csv,74,23,10,6
000637.csv,69,1,9,2
000638.csv,41,36,8,5
000639.csv,70,11,5,6
000640.csv,57,83,10,1
000641.csv,65,10,9,4
000642.csv,100,98,7,2
000643.csv,49,47,10,4
000644.csv,79,63,8,1
000645.csv,63,10,9,3
000646.csv,77,4,8,4
000647.csv,82,90,6,3
000648.csv,89,39,10,3
000649.csv,71,87,5,4
000650.csv,46,22,5,1
000651.csv,100,21,5,2
000652.csv,46,70,5,3
000653.csv,55,89,8,4
000654.csv,90,55,10,4
000655.csv,63,7,8,5
000656.csv,69,59,9,3
000657.csv,66,46,7,3
000658.csv,87,86,9,6
000659.csv,85,53,10,6
000660.csv,94,2,9,4
000661.csv,72,95,5,6
000662.csv,47,10,5,5
000663.csv,44,20,9,1
000664.csv,95,46,6,4
000665.csv,62,89,6,4
000666.csv,76,4,8,3
000667.csv,44,33,7,4
000668.csv,98,20,6,5
000669.csv,59,95,5,1
000670.csv,69,41,10,1
000671.csv,92,93,6,2
000672.csv,82,42,5,3
000673.csv,59,61,8,6
000674.csv,50,15,5,6
000675.csv,93,74,6,5
000676.csv,52,10,10,3
000677.csv,47,40,5,3
000678.csv,58,99,8,1
000679.csv,57,51,10,6
000680.csv,86,49,7,5
000681.csv,56,6,7,5
000682.csv,60,46,10,2
000683.csv,41,41,9,5
000684.csv,43,71,6,6
000685.csv,58,38,6,5
000686.csv,67,93,5,4
000687.csv,62,47,5,3
000688.csv,98,33,7,1
000689.csv,55,35,5,6
000690.csv,53,71,8,1
000691.csv,85,3,6,1
000692.csv,64,50,6,1
000693.csv,91,81,8,6
000694.csv,91,85,8,1
000695.csv,40,85,8,2
000696.csv,97,52,7,5
000697.csv,74,86,9,2
000698.csv,47,98,8,3
000699.csv,91,77,8,3
000700.csv,99,49,10,1
000701.csv,71,67,6,6
000702.csv,54,58,8,2
000703.csv,54,47,8,5
000704.csv,80,91,8,6
000705.csv,92,90,6,1
000706.csv,61,72,9,5
000707.csv,91,23,9,4
000708.csv,52,57,6,5
000709.csv,80,65,8,6
000710.csv,65,23,7,5
000711.csv,71,72,7,4
000712.csv,59,56,5,6
000713.csv,75,58,7,4
000714.csv,43,14,5,4
000715.csv,89,71,10,1
000716.csv,64,47,9,4
000717.csv,55,2,8,3
000718.csv,87,96,5,2
000719.csv,46,74,7,2
000720.csv,100,37,7,3
000721.csv,50,27,5,3
000722.csv,51,82,6,6
000723.csv,76,99,10,1
000724.csv,63,14,8,1
000725.csv,64,79,5,1
000726.csv,52,61,9,5
000727.csv,75,22,9,2
000728.csv,87,76,6,1
000729.csv,81,74,8,3
000730.csv,74,42,9,6
000731.csv,96,41,6,5
000732.csv,54,20,9,5
000733.csv,82,57,6,1
000734.csv,73,35,8,5
000735.csv,55,71,9,5
000736.csv,48,60,9,3
000737.csv,42,4,6,6
000738.csv,75,6,8,4
000739.csv,64,22,6,3
000740.csv,80,7,10,1
000741.csv,72,45,8,6
000742.csv,57,100,5,4
000743.csv,98,78,5,5
000744.csv,85,49,10,6
000745.csv,65,19,9,3
000746.csv,71,37,10,4
000747.csv,45,64,9,3
000748.csv,91,83,6,2
000749.csv,89,62,5,6
000750.csv,76,72,6,1
000751.csv,60,98,8,5
000752.csv,86,22,6,2
000753.csv,52,10,6,5
000754.csv,45,24,8,2
000755.csv,82,2,5,2
000756.csv,49,31,7,2
000757.csv,95,21,7,1
000758.csv,100,87,7,1
000759.csv,64,28,7,1
000760.csv,85,11,9,2
000761.csv,59,90,9,1
000762.csv,43,72,10,3
000763.csv,59,83,9,4
000764.csv,82,47,6,5
000765.csv,81,96,5,1
000766.csv,64,78,9,4
000767.csv,71,17,7,4
000768.csv,85,91,10,4
000769.csv,88,82,6,4
000770.csv,83,59,5,1
000771.csv,58,71,6,2
000772.csv,72,80,5,6
000773.csv,62,16,9,4
000774.csv,84,100,8,4
000775.csv,49,56,9,2
000776.csv,56,24,9,2
000777.csv,76,58,8,1
000778.csv,84,41,7,1
000779.csv,64,5,6,6
000780.csv,96,0,8,3
000781.csv,84,56,6,3
000782.csv,58,77,8,1
000783.csv,65,96,9,3
000784.csv,85,78,10,4
000785.csv,55,82,6,6
000786.csv,51,31,10,4
000787.csv,90,8,7,1
000788.csv,95,90,8,5
000789.csv,63,71,8,6
000790.csv,59,27,5,5
000791.csv,66,67,9,3
000792.csv,81,73,5,6
000793.csv,43,13,5,3
000794.csv,61,6,7,6
000795.csv,76,87,6,1
000796.csv,96,66,6,4
000797.csv,62,61,10,2
000798.csv,79,82,5,1
000799.csv,95,35,5,2
000800.csv,81,90,8,5
000801.csv,43,31,7,1
000802.csv,41,86,8,5
000803.csv,79,39,8,6
000804.csv,82,40,10,6
000805.csv,50,76,9,3
000806.csv,85,41,5,3
000807.csv,100,100,5,3
000808.csv,65,95,8,5
000809.csv,45,68,8,6
000810.csv,66,92,5,4
000811.csv,57,38,9,2
000812.csv,97,7,10,5
000813.csv,56,21,10,5
000814.csv,94,58,5,2
000815.csv,81,64,8,6
000816.csv,70,55,8,5
000817.csv,86,5,6,1
000818.csv,40,15,5,5
000819.csv,88,72,7,5
000820.csv,67,0,7,1
000821.csv,55,77,9,4
000822.csv,57,96,10,2
000823.csv,95,72,9,5
000824.csv,47,30,10,6
000825.csv,63,23,10,5
000826.csv,72,45,7,2
000827.csv,94,13,7,1
000828.csv,43,42,7,3
000829.csv,54,69,6,1
000830.csv,48,85,5,5
000831.csv,99,72,6,2
000832.csv,88,76,5,1
000833.csv,71,78,5,1
000834.csv,68,87,6,5
000835.csv,64,56,9,2
000836.csv,82,44,5,5
000837.csv,95,40,10,2
000838.csv,70,16,8,2
000839.csv,64,29,10,6
000840.csv,51,30,9,5
000841.csv,83,9,8,3
000842.csv,47,47,10,6
000843.csv,92,37,8,2
000844.csv,96,6,9,1
000845.csv,69,6,7,3
000846.csv,80,34,10,6
000847.csv,86,33,9,1
000848.csv,52,86,7,2
000849.csv,80,52,8,2
000850.csv,44,43,8,5
000851.csv,49,10,8,1
000852.csv,88,39,8,6
000853.csv,98,44,9,5
000854.csv,91,2,7,5
000855.csv,73,17,5,1
000856.csv,88,12,5,6
000857.csv,49,32,9,6
000858.csv,74,77,5,2
000859.csv,80,36,10,6
000860.csv,100,81,8,5
000861.csv,83,78,6,3
000862.csv,97,92,9,1
000863.csv,70,5,10,5
000864.csv,59,75,6,1
000865.csv,85,48,10,2
000866.csv,96,41,5,2
000867.csv,53,33,8,3
000868.csv,63,5,10,2
000869.csv,79,83,6,1
000870.csv,94,10,8,4
000871.csv,90,37,5,3
000872.csv,58,25,7,6
000873.csv,54,11,8,2
000874.csv,66,47,9,2
000875.csv,99,5,9,3
000876.csv,67,65,5,6
000877.csv,97,51,7,5
000878.csv,92,16,8,1
000879.csv,77,12,10,4
000880.csv,75,70,6,3
000881.csv,74,45,10,5
000882.csv,54,85,6,6
000883.csv,42,95,9,2
000884.csv,49,8,10,1
000885.csv,65,81,8,3
000886.csv,94,47,10,1
000887.csv,96,36,8,5
000888.csv,91,89,6,5
000889.csv,65,74,7,1
000890.csv,64,71,5,4
000891.csv,63,33,8,2
000892.csv,99,79,6,1
000893.csv,99,91,10,2
000894.csv,95,23,5,1
000895.csv,94,82,10,4
000896.csv,76,97,9,2
000897.csv,97,99,7,6
000898.csv,77,38,9,2
000899.csv,95,72,5,4
000900.csv,95,22,9,4
000901.csv,48,39,5,6
000902.csv,49,95,7,3
000903.csv,59,18,5,6
000904.csv,49,2,8,6
000905.csv,72,45,9,6
000906.csv,86,33,8,5
000907.csv,95,58,5,4
000908.csv,71,51,8,6
000909.csv,68,80,9,6
000910.csv,88,95,9,2
000911.csv,46,57,9,1
000912.csv,69,84,5,5
000913.csv,86,13,5,4
000914.csv,54,5,6,5
000915.csv,52,27,5,4
000916.csv,94,92,8,1
000917.csv,52,3,7,2
000918.csv,40,19,5,3
000919.csv,65,96,7,4
000920.csv,40,2,5,4
000921.csv,85,10,6,3
000922.csv,53,24,10,2
000923.csv,60,56,6,2
000924.csv,67,7,9,3
000925.csv,63,47,5,3
000926.csv,94,47,9,6
000927.csv,87,2,7,2
000928.csv,56,20,7,3
000929.csv,43,36,5,2
000930.csv,52,79,9,4
000931.csv,98,79,7,5
000932.csv,68,58,10,2
000933.csv,91,33,9,2
000934.csv,40,0,9,2
000935.csv,92,79,10,2
000936.csv,83,97,5,1
000937.csv,77,16,5,5
000938.csv,86,36,5,3
000939.csv,51,100,10,2
000940.csv,70,39,8,3
000941.csv,80,78,6,5
000942.csv,42,91,7,1
000943.csv,59,0,9,4
000944.csv,59,72,8,4
000945.csv,80,75,8,5
000946.csv,42,17,8,6
000947.csv,45,75,6,4
000948.csv,78,42,8,2
000949.csv,67,41,5,2
000950.csv,82,78,10,6
000951.csv,57,18,10,4
000952.csv,43,27,9,5
000953.csv,70,11,5,3
000954.csv,92,46,7,3
000955.csv,90,68,6,2
000956.csv,69,97,6,1
000957.csv,70,33,10,6
000958.csv,54,29,10,2
000959.csv,89,40,10,3
000960.csv,49,82,7,5
000961.csv,61,19,5,6
000962.csv,93,67,9,6
000963.csv,73,100,7,3
000964.csv,94,97,9,4
000965.csv,88,9,8,1
000966.csv,93,35,5,2
000967.csv,78,6,5,2
000968.csv,49,99,5,1
000969.csv,82,7,7,6
000970.csv,66,27,8,2
000971.csv,77,55,8,3
000972.csv,67,97,7,1
000973.csv,53,75,9,2
000974.csv,88,78,10,2
000975.csv,49,100,6,6
000976.csv,70,92,10,6
000977.csv,61,99,5,3
000978.csv,48,39,5,2
000979.csv,87,65,10,5
000980.csv,60,64,7,6
000981.csv,63,48,5,1
000982.csv,82,59,8,2
000983.csv,74,83,9,6
000984.csv,86,33,8,3
000985.csv,40,9,5,3
000986.csv,57,70,5,5
000987.csv,53,49,5,5
000988.csv,85,96,10,3
000989.csv,79,37,7,3
000990.csv,94,65,5,3
000991.csv,90,36,5,1
000992.csv,91,22,6,6
000993.csv,89,69,9,5
000994.csv,57,61,10,1
000995.csv,77,30,7,4
000996.csv,56,13,7,2
000997.csv,62,80,10,1
