filename,ps,ds,dms,cycle
000205.csv,43,26,9,3
000206.csv,89,80,7,3
000207.csv,46,88,5,5
000208.csv,49,42,5,5
000209.csv,82,70,10,6
000210.csv,98,48,7,3
000211.csv,40,4,9,4
000212.csv,72,8,7,2
000213.csv,80,70,9,3
000214.csv,84,58,7,1
000215.csv,42,8,9,2
000216.csv,56,18,6,2
000217.csv,86,52,7,4
000218.csv,85,94,7,5
000219.csv,60,26,5,4
000220.csv,58,72,10,1
000221.csv,62,24,7,4
000222.csv,78,52,5,6
000223.csv,97,98,5,4
000224.csv,65,96,6,6
000225.csv,96,22,9,1
000226.csv,45,62,10,4
000227.csv,52,64,8,5
000228.csv,55,12,9,5
000229.csv,68,0,5,4
000230.csv,97,72,10,4
000231.csv,45,28,9,1
000232.csv,97,74,10,6
000233.csv,41,24,6,3
000234.csv,90,44,7,1
000235.csv,72,36,5,4
000236.csv,96,28,8,2
000237.csv,86,22,8,1
000238.csv,77,46,6,5
000239.csv,57,94,7,1
000240.csv,69,34,10,5
000241.csv,64,96,8,2
000242.csv,98,44,10,1
000243.csv,47,10,6,2
000244.csv,55,26,5,4
000245.csv,74,62,10,5
000246.csv,56,48,10,5
000247.csv,79,70,10,6
000248.csv,40,76,10,6
000249.csv,63,36,8,6
000250.csv,92,54,6,4
000251.csv,68,98,8,6
000252.csv,50,92,6,1
000253.csv,90,54,7,2
000254.csv,87,28,7,1
000255.csv,62,64,7,2
000256.csv,91,92,5,4
000257.csv,54,28,6,2
000258.csv,98,38,10,4
000259.csv,80,100,9,5
000260.csv,56,86,10,3
000261.csv,56,32,10,6
000262.csv,93,30,6,3
000263.csv,41,80,10,3
000264.csv,78,28,8,6
000265.csv,90,52,9,2
000266.csv,45,18,5,3
000267.csv,60,42,10,3
000268.csv,93,30,9,4
000269.csv,74,24,5,2
000270.csv,80,58,5,4
000271.csv,41,32,7,3
000272.csv,92,16,9,1
000273.csv,58,40,7,6
000274.csv,53,46,5,4
000275.csv,67,64,5,1
000276.csv,58,76,8,3
000277.csv,48,80,8,5
000278.csv,88,28,5,1
000279.csv,55,68,7,3
000280.csv,60,50,7,1
000281.csv,99,54,8,1
000282.csv,68,68,7,6
000283.csv,76,92,6,2
000284.csv,99,48,7,4
000285.csv,83,76,5,1
000286.csv,89,84,6,3
000287.csv,76,48,7,3
000288.csv,73,78,10,6
000289.csv,69,70,5,1
000290.csv,99,96,8,1
000291.csv,98,26,7,3
000292.csv,45,88,5,2
000293.csv,75,56,7,6
000294.csv,88,16,8,4
000295.csv,51,98,6,3
000296.csv,70,92,9,4
000297.csv,40,20,6,5
000298.csv,87,22,8,3
000299.csv,73,74,6,2
000300.csv,47,36,8,1
000301.csv,60,100,5,5
000302.csv,68,60,6,3
000303.csv,95,92,7,6
000304.csv,51,58,6,3
000305.csv,42,46,6,4
000306.csv,74,40,9,2
000307.csv,62,30,5,4
000308.csv,62,44,6,6
000309.csv,52,16,9,4
000310.csv,49,54,5,6
000311.csv,95,82,7,5
000312.csv,71,44,5,3
000313.csv,66,4,5,3
000314.csv,84,34,6,1
000315.csv,63,58,10,2
000316.csv,95,36,9,3
000317.csv,68,48,5,4
000318.csv,72,0,10,6
000319.csv,97,50,5,3
000320.csv,99,32,7,6
000321.csv,43,98,9,5
000322.csv,84,70,9,3
000323.csv,91,0,10,5
000324.csv,80,28,6,3
000325.csv,49,74,9,5
000326.csv,60,92,10,2
000327.csv,93,100,6,3
000328.csv,72,84,10,1
000329.csv,65,44,9,4
000330.csv,67,64,6,3
000331.csv,99,26,7,4
000332.csv,93,20,9,1
000333.csv,76,60,10,1
000334.csv,87,86,8,2
000335.csv,66,2,7,6
000336.csv,92,54,6,2
000337.csv,54,80,8,3
000338.csv,98,38,10,1
000339.csv,49,6,6,5
000340.csv,81,32,5,3
000341.csv,46,32,5,1
000342.csv,96,52,10,3
000343.csv,82,58,6,2
000344.csv,92,28,10,6
000345.csv,66,0,6,3
000346.csv,51,66,8,4
000347.csv,59,60,5,6
000348.csv,60,62,7,1
000349.csv,68,44,10,5
000350.csv,45,100,7,1
000351.csv,59,68,9,1
000352.csv,82,88,10,3
000353.csv,83,64,5,4
000354.csv,51,18,5,6
000355.csv,49,4,7,2
000356.csv,81,92,8,4
000357.csv,99,4,8,3
000358.csv,84,64,5,4
000359.csv,96,20,9,4
000360.csv,83,24,9,3
000361.csv,74,78,8,2
000362.csv,57,40,5,4
000363.csv,73,14,6,2
000364.csv,90,96,7,1
000365.csv,51,26,6,5
000366.csv,49,30,5,3
000367.csv,46,98,10,4
000368.csv,57,88,9,2
000369.csv,85,34,10,6
000370.csv,92,60,6,1
000371.csv,59,10,7,2
000372.csv,80,58,5,3
000373.csv,67,82,6,1
000374.csv,79,46,6,6
000375.csv,73,72,7,6
000376.csv,87,56,10,5
000377.csv,94,86,6,6
000378.csv,66,96,9,4
000379.csv,55,28,5,2
000380.csv,92,50,8,2
000381.csv,94,6,10,4
000382.csv,53,56,8,5
000383.csv,42,32,6,3
000384.csv,90,88,8,5
000385.csv,91,12,10,3
000386.csv,59,26,6,4
000387.csv,52,78,5,1
000388.csv,95,62,8,2
000389.csv,93,24,6,2
000390.csv,75,26,6,6
000391.csv,42,64,5,1
000392.csv,92,30,8,4
000393.csv,52,24,8,2
000394.csv,71,50,7,5
000395.csv,55,32,5,3
000396.csv,66,40,8,2
000397.csv,87,58,8,1
000398.csv,42,66,6,5
000399.csv,43,84,10,4
000400.csv,71,94,5,3
000401.csv,87,52,5,2
000402.csv,95,32,9,6
000403.csv,58,68,10,4
000404.csv,44,44,7,3
000405.csv,85,26,9,2
000406.csv,89,56,8,6
000407.csv,72,20,8,5
000408.csv,90,76,7,2
000409.csv,61,10,10,6
000410.csv,50,68,7,1
000411.csv,72,70,7,4
000412.csv,57,48,8,4
000413.csv,80,72,5,3
000414.csv,91,8,5,6
000415.csv,76,32,6,4
000416.csv,99,10,8,2
000417.csv,92,34,10,4
000418.csv,58,82,9,1
000419.csv,50,70,7,3
000420.csv,75,32,10,1
000421.csv,76,94,9,2
000422.csv,64,20,8,6
000423.csv,84,60,9,3
000424.csv,89,28,7,1
000425.csv,75,50,5,3
000426.csv,76,76,9,1
000427.csv,63,54,9,3
000428.csv,65,84,7,4
000429.csv,83,86,10,4
000430.csv,70,48,9,4
000431.csv,79,86,5,5
000432.csv,58,62,8,6
000433.csv,70,68,9,5
000434.csv,98,58,9,4
000435.csv,40,20,5,4
000436.csv,66,70,8,6
000437.csv,40,32,7,6
000438.csv,82,100,8,3
000439.csv,60,6,6,2
000440.csv,92,6,9,4
000441.csv,72,50,10,1
000442.csv,49,84,6,3
000443.csv,54,4,5,4
000444.csv,58,42,9,5
000445.csv,81,50,6,3
000446.csv,81,54,10,5
000447.csv,44,4,10,5
000448.csv,93,52,5,1
000449.csv,77,10,8,4
000450.csv,59,34,9,5
000451.csv,80,72,9,6
000452.csv,50,6,7,3
000453.csv,96,92,6,5
000454.csv,64,8,9,3
000455.csv,75,82,9,1
000456.csv,98,78,6,6
000457.csv,95,70,7,1
000458.csv,60,14,7,2
000459.csv,51,92,6,1
000460.csv,63,94,8,2
000461.csv,100,0,7,3
000462.csv,74,64,10,2
000463.csv,54,26,5,5
000464.csv,40,74,8,4
000465.csv,95,94,5,6
000466.csv,76,40,6,2
000467.csv,73,44,5,5
000468.csv,72,68,10,6
000469.csv,99,28,6,3
000470.csv,44,36,5,1
000471.csv,59,36,6,3
000472.csv,47,56,10,1
000473.csv,68,50,6,2
000474.csv,78,56,10,5
000475.csv,73,2,5,4
000476.csv,62,36,9,4
000477.csv,78,64,10,2
000478.csv,84,76,5,3
000479.csv,71,48,6,1
000480.csv,62,100,9,4
000481.csv,96,4,9,5
000482.csv,42,88,5,6
000483.csv,53,64,5,6
000484.csv,70,20,10,3
000485.csv,83,78,9,6
000486.csv,73,34,10,6
000487.csv,75,94,7,4
000488.csv,64,56,7,6
000489.csv,60,14,6,6
000490.csv,92,36,5,1
000491.csv,42,94,9,1
000492.csv,84,14,5,4
000493.csv,58,70,8,6
000494.csv,88,38,7,2
000495.csv,49,28,5,2
000496.csv,78,84,6,6
000497.csv,86,88,6,6
000498.csv,96,66,7,5
000499.csv,41,44,10,4
000500.csv,93,68,7,4
000501.csv,46,48,7,1
000502.csv,85,40,7,4
000503.csv,90,20,5,4
000504.csv,58,74,7,1
000505.csv,93,62,6,1
000506.csv,83,22,7,5
000507.csv,90,100,9,1
000508.csv,79,30,7,5
000509.csv,67,2,5,6
000510.csv,99,44,8,1
000511.csv,51,40,8,3
000512.csv,71,76,8,1
000513.csv,98,20,5,2
000514.csv,84,46,10,4
000515.csv,70,26,7,2
000516.csv,67,12,7,4
000517.csv,84,78,7,2
000518.csv,51,34,10,4
000519.csv,72,26,10,2
000520.csv,59,12,6,1
000521.csv,82,14,5,3
000522.csv,69,80,10,2
000523.csv,95,92,10,4
000524.csv,93,38,5,4
000525.csv,48,40,6,2
000526.csv,86,46,7,1
000527.csv,91,40,9,6
000528.csv,67,96,5,4
000529.csv,68,58,7,2
000530.csv,75,40,9,2
000531.csv,88,18,6,5
000532.csv,98,74,10,6
000533.csv,61,18,9,1
000534.csv,62,76,6,2
000535.csv,44,42,10,5
000536.csv,68,42,5,4
000537.csv,42,64,10,6
000538.csv,76,26,7,4
000539.csv,78,90,7,6
000540.csv,87,24,10,6
000541.csv,54,48,5,6
000542.csv,92,34,10,5
000543.csv,94,94,5,5
000544.csv,78,100,5,4
000545.csv,91,30,6,2
000546.csv,45,80,7,1
000547.csv,68,0,6,6
000548.csv,67,50,9,2
000549.csv,62,36,6,4
000550.csv,91,86,8,2
000551.csv,57,12,9,3
000552.csv,87,24,6,6
000553.csv,76,76,9,4
000554.csv,62,8,8,2
000555.csv,49,36,7,4
000556.csv,68,62,7,5
000557.csv,68,78,7,6
000558.csv,63,14,9,6
000559.csv,71,24,6,2
000560.csv,97,34,5,5
000561.csv,43,96,7,4
000562.csv,80,8,7,3
000563.csv,84,20,7,2
000564.csv,80,48,9,3
000565.csv,92,58,6,6
000566.csv,87,44,8,2
000567.csv,47,78,6,6
000568.csv,61,38,7,6
000569.csv,85,78,5,2
000570.csv,73,38,6,1
000571.csv,95,10,10,3
000572.csv,54,90,9,5
000573.csv,59,80,5,3
000574.csv,70,8,5,6
000575.csv,51,46,5,1
000576.csv,99,96,6,1
000577.csv,81,20,5,3
000578.csv,61,90,7,4
000579.csv,56,60,5,5
000580.csv,43,66,6,4
000581.csv,84,46,6,2
000582.csv,48,26,7,3
000583.csv,45,90,8,6
000584.csv,91,22,5,5
000585.csv,78,42,7,3
000586.csv,55,44,8,2
000587.csv,41,84,9,3
000588.csv,64,54,8,6
000589.csv,72,76,8,6
000590.csv,45,28,7,3
000591.csv,76,92,10,3
000592.csv,40,70,5,2
000593.csv,55,46,9,5
000594.csv,47,86,8,4
000595.csv,68,100,7,2
000596.csv,46,12,9,3
000597.csv,62,84,5,2
000598.csv,57,92,10,6
000599.csv,61,54,9,4
000600.csv,61,38,6,1
000601.csv,76,14,10,5
000602.csv,98,40,8,3
000603.csv,81,22,10,1
000604.csv,42,88,5,5
000605.csv,50,86,9,2
000606.csv,58,16,9,5
000607.csv,44,34,9,1
000608.csv,81,68,9,1
000609.csv,67,94,9,1
000610.csv,86,94,8,5
000611.csv,52,38,9,5
000612.csv,64,6,5,2
000613.csv,75,54,7,2
000614.csv,96,44,7,4
000615.csv,48,64,9,3
000616.csv,43,40,6,3
000617.csv,83,82,8,4
000618.csv,47,12,8,2
000619.csv,41,36,8,5
000620.csv,51,100,9,2
000621.csv,46,58,7,5
000622.csv,95,6,6,5
000623.csv,66,54,10,3
000624.csv,96,8,10,3
000625.csv,55,56,7,3
000626.csv,68,52,5,3
000627.csv,46,46,7,5
000628.csv,58,4,7,2
000629.csv,64,92,6,3
000630.csv,46,92,8,5
000631.csv,59,4,10,6
000632.csv,45,98,8,2
000633.csv,91,78,10,4
000634.csv,79,22,9,3
000635.csv,84,18,10,1
000636.csv,97,0,9,3
000637.csv,44,76,5,2
000638.csv,43,46,6,4
000639.csv,89,2,9,4
000640.csv,85,44,10,4
000641.csv,89,14,9,3
000642.csv,42,40,8,6
000643.csv,99,34,5,3
000644.csv,61,40,5,1
000645.csv,42,36,9,6
000646.csv,56,92,10,4
000647.csv,70,6,8,2
000648.csv,70,84,8,1
000649.csv,54,78,10,3
000650.csv,98,38,6,3
000651.csv,55,2,8,3
000652.csv,86,46,6,3
000653.csv,71,40,10,3
000654.csv,45,80,9,3
000655.csv,89,20,9,2
000656.csv,90,62,7,1
000657.csv,96,26,9,6
000658.csv,91,24,10,1
000659.csv,63,20,9,1
000660.csv,81,26,10,6
000661.csv,45,40,6,1
000662.csv,73,8,6,5
000663.csv,57,72,10,6
000664.csv,96,98,5,3
000665.csv,94,2,7,6
000666.csv,50,32,6,1
000667.csv,99,56,7,2
000668.csv,84,94,7,6
000669.csv,85,38,8,1
000670.csv,93,72,9,4
000671.csv,62,30,6,6
000672.csv,45,60,10,5
000673.csv,65,22,7,5
000674.csv,59,64,7,1
000675.csv,76,34,6,3
000676.csv,76,46,8,1
000677.csv,99,42,8,1
000678.csv,92,94,8,4
000679.csv,40,54,8,4
000680.csv,76,10,7,1
000681.csv,100,18,9,6
000682.csv,80,28,5,1
000683.csv,95,60,8,4
000684.csv,73,20,6,5
000685.csv,93,32,10,3
000686.csv,69,96,7,6
000687.csv,73,44,5,4
000688.csv,92,34,8,6
000689.csv,84,98,9,6
000690.csv,91,42,6,4
000691.csv,85,34,9,3
000692.csv,89,16,5,3
000693.csv,68,66,6,6
000694.csv,84,12,7,1
000695.csv,77,16,5,2
000696.csv,71,74,7,5
000697.csv,49,48,10,2
000698.csv,43,30,5,3
000699.csv,62,30,7,3
000700.csv,57,66,5,6
000701.csv,60,10,8,6
000702.csv,58,54,7,4
000703.csv,98,22,6,4
000704.csv,94,68,7,5
000705.csv,52,82,6,3
000706.csv,80,22,8,4
000707.csv,46,74,6,3
000708.csv,44,80,9,2
000709.csv,45,46,9,4
000710.csv,79,16,5,5
000711.csv,97,54,5,2
000712.csv,69,40,6,4
000713.csv,92,4,8,5
000714.csv,99,66,9,6
000715.csv,83,98,6,6
000716.csv,84,74,9,5
000717.csv,66,32,6,4
000718.csv,100,40,6,4
000719.csv,82,80,10,4
000720.csv,62,78,8,2
000721.csv,50,68,10,6
000722.csv,46,40,10,5
000723.csv,60,60,5,3
000724.csv,44,14,5,4
000725.csv,71,90,5,1
000726.csv,61,2,8,5
000727.csv,88,54,10,1
000728.csv,80,48,5,5
000729.csv,84,16,7,2
000730.csv,73,48,9,1
000731.csv,72,54,10,1
000732.csv,47,98,5,4
000733.csv,92,48,8,6
000734.csv,70,30,9,6
000735.csv,88,12,7,6
000736.csv,81,86,8,5
000737.csv,67,52,8,5
000738.csv,99,88,5,3
000739.csv,74,38,6,3
000740.csv,87,42,7,5
000741.csv,92,64,9,2
000742.csv,58,14,7,1
000743.csv,54,56,9,1
000744.csv,51,78,8,1
000745.csv,86,86,7,1
000746.csv,50,24,5,1
000747.csv,60,22,5,2
000748.csv,93,30,6,6
000749.csv,62,88,8,1
000750.csv,84,26,7,3
000751.csv,47,54,8,5
000752.csv,84,76,8,3
000753.csv,54,40,5,4
000754.csv,65,78,10,5
000755.csv,85,22,10,1
000756.csv,84,36,9,3
000757.csv,87,98,8,4
000758.csv,50,94,10,1
000759.csv,92,16,6,6
000760.csv,45,46,6,5
000761.csv,84,96,7,6
000762.csv,70,78,10,2
000763.csv,65,70,7,1
000764.csv,77,12,6,4
000765.csv,40,64,5,1
000766.csv,52,74,9,4
000767.csv,72,6,10,2
000768.csv,53,54,6,2
000769.csv,46,88,10,5
000770.csv,91,24,5,6
000771.csv,99,56,8,6
000772.csv,96,82,7,5
000773.csv,41,20,6,6
000774.csv,62,26,9,5
000775.csv,88,54,9,6
000776.csv,48,62,7,3
000777.csv,66,98,6,4
000778.csv,93,36,10,2
000779.csv,50,2,9,5
000780.csv,48,0,7,4
000781.csv,84,46,9,4
000782.csv,77,82,8,3
000783.csv,90,32,9,1
000784.csv,58,54,10,5
000785.csv,49,40,5,2
000786.csv,68,36,9,3
000787.csv,55,70,5,3
000788.csv,96,88,8,2
000789.csv,51,18,5,4
000790.csv,46,36,5,4
000791.csv,65,86,9,4
000792.csv,64,84,7,4
000793.csv,62,82,6,3
000794.csv,55,76,9,5
000795.csv,70,16,10,1
000796.csv,54,60,10,1
000797.csv,87,16,5,5
000798.csv,43,78,7,1
000799.csv,70,56,8,1
000800.csv,49,96,5,5
000801.csv,93,64,8,6
000802.csv,61,52,9,3
000803.csv,56,8,6,5
000804.csv,87,94,5,4
000805.csv,84,100,8,4
000806.csv,50,62,9,1
000807.csv,49,96,5,4
000808.csv,66,96,9,2
000809.csv,63,12,8,4
000810.csv,81,40,6,6
000811.csv,65,58,7,5
000812.csv,55,8,9,1
000813.csv,50,56,7,3
000814.csv,88,72,9,6
000815.csv,69,80,5,1
000816.csv,46,18,5,6
000817.csv,54,24,5,5
000818.csv,63,76,8,4
000819.csv,66,62,7,2
000820.csv,100,46,6,5
000821.csv,72,18,6,6
000822.csv,43,84,7,5
000823.csv,97,14,7,1
000824.csv,87,12,8,4
000825.csv,71,28,9,1
000826.csv,86,32,5,3
000827.csv,88,54,7,2
000828.csv,48,100,7,5
000829.csv,67,94,5,6
000830.csv,60,22,7,6
000831.csv,61,96,10,2
000832.csv,60,98,7,6
000833.csv,81,26,6,6
000834.csv,43,44,9,4
000835.csv,58,36,5,4
000836.csv,91,78,9,3
000837.csv,79,54,8,1
000838.csv,69,60,5,3
000839.csv,43,8,10,6
000840.csv,92,22,8,1
000841.csv,54,6,7,3
000842.csv,85,28,10,1
000843.csv,85,52,10,5
000844.csv,100,24,5,2
000845.csv,61,60,10,6
000846.csv,48,76,10,5
000847.csv,66,52,8,2
000848.csv,81,38,7,6
000849.csv,69,52,7,4
000850.csv,41,34,5,3
000851.csv,73,60,9,4
000852.csv,79,72,7,2
000853.csv,56,22,9,4
000854.csv,71,6,9,2
000855.csv,88,68,8,4
000856.csv,69,18,10,5
000857.csv,99,70,7,2
000858.csv,50,18,9,4
000859.csv,99,16,8,2
000860.csv,40,0,5,3
000861.csv,52,14,8,3
000862.csv,70,78,8,3
000863.csv,86,22,5,5
000864.csv,49,96,5,3
000865.csv,48,76,5,6
000866.csv,42,90,6,6
000867.csv,85,12,10,4
000868.csv,66,38,10,5
000869.csv,81,18,10,6
000870.csv,92,76,5,1
000871.csv,70,86,10,6
000872.csv,80,50,7,2
000873.csv,57,62,8,1
000874.csv,92,8,8,1
000875.csv,44,78,6,5
000876.csv,96,16,7,6
000877.csv,47,70,9,6
000878.csv,97,60,10,3
000879.csv,57,4,8,1
000880.csv,67,86,6,2
000881.csv,62,24,8,3
000882.csv,81,78,7,4
000883.csv,64,64,5,6
000884.csv,84,20,9,4
000885.csv,91,40,5,2
000886.csv,75,2,9,5
000887.csv,55,76,8,6
000888.csv,63,32,9,2
000889.csv,88,42,10,4
000890.csv,92,78,10,1
000891.csv,43,32,10,5
000892.csv,81,12,8,4
000893.csv,81,78,6,3
000894.csv,89,58,5,3
000895.csv,91,14,5,5
000896.csv,92,24,9,1
000897.csv,70,46,8,6
000898.csv,87,88,10,5
000899.csv,79,42,9,6
000900.csv,47,8,10,6
000901.csv,79,86,9,6
000902.csv,58,40,9,6
000903.csv,72,50,9,2
000904.csv,100,42,6,1
000905.csv,92,48,6,5
000906.csv,63,8,9,1
000907.csv,92,50,7,1
000908.csv,95,22,8,2
000909.csv,46,86,5,3
000910.csv,65,74,10,2
000911.csv,62,62,7,2
000912.csv,54,58,7,2
000913.csv,72,38,8,5
000914.csv,64,22,7,6
000915.csv,82,10,7,2
000916.csv,44,80,10,1
000917.csv,93,34,7,5
000918.csv,77,92,6,6
000919.csv,82,22,8,2
000920.csv,87,16,6,4
000921.csv,69,34,7,4
000922.csv,42,86,7,3
000923.csv,100,70,7,6
000924.csv,78,26,5,5
000925.csv,52,80,5,5
000926.csv,59,84,6,1
000927.csv,71,38,10,2
000928.csv,41,10,5,1
000929.csv,92,58,8,4
000930.csv,62,12,5,3
000931.csv,69,0,8,3
000932.csv,54,96,10,6
000933.csv,57,22,6,1
000934.csv,62,74,9,5
000935.csv,79,42,9,3
000936.csv,47,88,8,6
000937.csv,54,90,5,5
000938.csv,79,8,6,3
000939.csv,60,42,9,1
000940.csv,98,68,10,4
000941.csv,56,84,5,6
000942.csv,48,6,8,4
000943.csv,71,10,6,6
000944.csv,40,66,10,2
000945.csv,73,16,8,6
000946.csv,90,42,6,1
000947.csv,92,48,5,6
000948.csv,95,20,8,4
000949.csv,59,32,9,3
000950.csv,97,32,7,2
000951.csv,79,68,9,5
000952.csv,44,76,6,3
000953.csv,83,10,10,6
000954.csv,92,6,5,3
000955.csv,91,48,6,1
000956.csv,89,90,10,3
000957.csv,53,58,8,5
000958.csv,50,72,7,6
000959.csv,78,98,10,3
000960.csv,93,92,7,3
000961.csv,59,2,6,5
000962.csv,59,44,6,4
000963.csv,70,24,10,4
000964.csv,61,42,8,4
000965.csv,93,86,10,2
000966.csv,53,66,9,2
000967.csv,48,22,10,2
000968.csv,73,8,10,6
000969.csv,79,56,5,1
000970.csv,59,16,10,6
000971.csv,79,86,7,5
000972.csv,81,60,10,3
000973.csv,64,62,9,5
000974.csv,70,48,8,5
000975.csv,87,52,9,4
000976.csv,59,46,10,3
000977.csv,87,36,6,5
000978.csv,49,40,8,1
000979.csv,77,92,10,4
000980.csv,44,6,5,3
000981.csv,93,64,7,1
000982.csv,76,86,5,3
000983.csv,69,72,8,3
000984.csv,61,42,9,1
000985.csv,92,38,9,4
000986.csv,64,28,9,2
000987.csv,59,4,5,4
000988.csv,42,20,7,2
000989.csv,62,50,5,5
000990.csv,63,72,6,2
000991.csv,62,90,9,2
000992.csv,82,94,7,6
000993.csv,70,14,8,2
000994.csv,50,84,10,4
000995.csv,90,42,8,3
000996.csv,47,66,7,2
000997.csv,100,34,8,4
