filename,ps,ds,dms,cycle
000216.csv,42,81,8,6
000217.csv,84,9,7,2
000218.csv,86,96,6,2
000219.csv,90,93,10,3
000220.csv,74,6,8,5
000221.csv,50,18,6,5
000222.csv,94,87,9,2
000223.csv,96,36,5,2
000224.csv,76,21,9,1
000225.csv,72,78,6,6
000226.csv,90,75,8,3
000227.csv,60,21,7,4
000228.csv,44,66,9,5
000229.csv,82,78,7,4
000230.csv,88,15,8,4
000231.csv,96,24,8,2
000232.csv,64,30,10,4
000233.csv,54,48,5,6
000234.csv,52,57,7,5
000235.csv,74,87,9,2
000236.csv,46,60,6,4
000237.csv,62,66,7,4
000238.csv,84,87,7,6
000239.csv,46,54,8,2
000240.csv,48,3,5,5
000241.csv,98,60,5,3
000242.csv,88,99,5,3
000243.csv,60,42,8,4
000244.csv,72,81,5,4
000245.csv,56,42,9,6
000246.csv,58,99,9,4
000247.csv,96,45,9,1
000248.csv,42,36,9,1
000249.csv,100,6,6,5
000250.csv,68,57,10,1
000251.csv,94,24,5,3
000252.csv,94,66,7,2
000253.csv,68,96,10,2
000254.csv,52,81,9,5
000255.csv,88,21,9,3
000256.csv,80,21,9,5
000257.csv,74,21,5,6
000258.csv,92,69,9,6
000259.csv,60,90,6,5
000260.csv,86,99,8,2
000261.csv,56,48,8,1
000262.csv,42,24,5,5
000263.csv,78,99,9,4
000264.csv,100,81,10,2
000265.csv,52,18,5,2
000266.csv,58,66,7,6
000267.csv,60,18,9,1
000268.csv,68,42,6,1
000269.csv,54,9,5,5
000270.csv,58,87,8,6
000271.csv,100,75,10,6
000272.csv,46,78,6,6
000273.csv,80,48,10,6
000274.csv,54,27,6,4
000275.csv,100,87,6,1
000276.csv,64,12,7,2
000277.csv,82,48,5,5
000278.csv,42,30,8,2
000279.csv,94,54,10,3
000280.csv,100,24,9,4
000281.csv,72,63,6,3
000282.csv,64,60,8,1
000283.csv,48,93,10,5
000284.csv,92,27,8,1
000285.csv,62,75,8,1
000286.csv,82,33,5,6
000287.csv,58,66,9,5
000288.csv,88,36,9,6
000289.csv,92,69,7,5
000290.csv,54,0,6,6
000291.csv,66,42,7,6
000292.csv,70,63,5,4
000293.csv,42,9,7,2
000294.csv,60,63,7,4
000295.csv,40,6,5,1
000296.csv,58,81,9,5
000297.csv,74,9,5,2
000298.csv,88,15,9,1
000299.csv,80,24,9,4
000300.csv,74,0,6,5
000301.csv,100,63,6,1
000302.csv,58,72,10,3
000303.csv,48,18,8,1
000304.csv,66,63,10,2
000305.csv,74,24,10,6
000306.csv,56,24,9,2
000307.csv,80,48,9,3
000308.csv,82,21,9,2
000309.csv,92,33,10,3
000310.csv,70,12,9,6
000311.csv,90,51,10,5
000312.csv,72,45,7,3
000313.csv,44,6,9,6
000314.csv,70,0,6,1
000315.csv,42,90,7,3
000316.csv,70,24,9,5
000317.csv,74,12,10,6
000318.csv,42,33,8,2
000319.csv,76,63,8,3
000320.csv,50,84,8,4
000321.csv,74,78,5,4
000322.csv,42,12,8,6
000323.csv,96,9,9,2
000324.csv,88,0,5,6
000325.csv,64,12,8,4
000326.csv,76,51,5,4
000327.csv,72,57,6,1
000328.csv,94,0,10,1
000329.csv,78,90,10,5
000330.csv,82,3,7,6
000331.csv,86,3,7,6
000332.csv,58,66,7,5
000333.csv,94,36,5,6
000334.csv,98,90,7,3
000335.csv,84,36,7,4
000336.csv,66,90,6,3
000337.csv,70,6,7,2
000338.csv,44,63,9,3
000339.csv,58,45,6,4
000340.csv,86,87,10,3
000341.csv,92,3,8,3
000342.csv,82,87,9,4
000343.csv,100,99,5,3
000344.csv,68,81,8,4
000345.csv,66,27,10,6
000346.csv,96,45,6,3
000347.csv,50,27,6,4
000348.csv,40,75,8,4
000349.csv,56,54,6,5
000350.csv,76,87,6,4
000351.csv,88,36,8,1
000352.csv,78,63,6,2
000353.csv,40,90,5,4
000354.csv,76,9,10,3
000355.csv,64,27,6,6
000356.csv,54,21,5,5
000357.csv,54,24,9,5
000358.csv,78,48,8,4
000359.csv,70,69,10,2
000360.csv,100,75,6,3
000361.csv,94,0,6,6
000362.csv,44,6,7,1
000363.csv,98,0,6,2
000364.csv,54,96,8,1
000365.csv,98,33,6,4
000366.csv,50,81,7,1
000367.csv,46,48,8,3
000368.csv,78,24,5,2
000369.csv,48,54,10,4
000370.csv,48,93,7,2
000371.csv,100,48,6,2
000372.csv,46,21,7,5
000373.csv,96,54,10,2
000374.csv,74,96,8,3
000375.csv,88,18,5,1
000376.csv,54,93,5,5
000377.csv,80,72,10,1
000378.csv,78,18,6,2
000379.csv,86,60,6,3
000380.csv,88,69,7,2
000381.csv,64,24,10,2
000382.csv,80,63,10,6
000383.csv,88,69,6,6
000384.csv,84,24,10,2
000385.csv,86,54,9,5
000386.csv,68,33,8,5
000387.csv,48,0,7,6
000388.csv,80,36,8,4
000389.csv,50,93,9,2
000390.csv,60,39,9,5
000391.csv,48,60,9,6
000392.csv,94,84,9,2
000393.csv,46,63,9,6
000394.csv,62,45,5,1
000395.csv,72,90,8,3
000396.csv,96,99,8,4
000397.csv,72,99,6,1
000398.csv,62,3,7,3
000399.csv,94,30,10,5
000400.csv,92,36,7,1
000401.csv,64,84,7,2
000402.csv,44,18,9,1
000403.csv,56,66,7,5
000404.csv,68,33,9,3
000405.csv,78,81,5,1
000406.csv,70,18,9,4
000407.csv,62,81,9,3
000408.csv,46,72,5,2
000409.csv,74,51,7,5
000410.csv,78,39,10,1
000411.csv,44,21,6,6
000412.csv,74,3,9,6
000413.csv,80,42,5,6
000414.csv,50,54,6,4
000415.csv,94,6,5,5
000416.csv,86,72,10,5
000417.csv,66,54,10,2
000418.csv,94,90,7,2
000419.csv,94,57,7,5
000420.csv,78,21,9,5
000421.csv,46,54,8,5
000422.csv,46,45,5,3
000423.csv,48,30,9,5
000424.csv,80,81,5,4
000425.csv,60,12,8,4
000426.csv,66,45,5,6
000427.csv,66,51,6,1
000428.csv,40,84,9,1
000429.csv,54,66,9,3
000430.csv,56,93,9,3
000431.csv,46,54,7,1
000432.csv,82,78,5,6
000433.csv,54,90,7,1
000434.csv,46,15,8,1
000435.csv,90,54,8,1
000436.csv,100,12,9,1
000437.csv,56,99,9,2
000438.csv,82,72,10,6
000439.csv,46,42,10,6
000440.csv,70,0,7,1
000441.csv,50,57,7,2
000442.csv,54,24,10,3
000443.csv,96,75,8,1
000444.csv,70,87,6,3
000445.csv,64,9,10,6
000446.csv,96,69,9,1
000447.csv,42,81,5,6
000448.csv,72,72,7,5
000449.csv,94,69,7,6
000450.csv,86,51,9,6
000451.csv,98,99,5,3
000452.csv,98,66,8,6
000453.csv,68,21,5,4
000454.csv,72,93,6,5
000455.csv,46,63,6,5
000456.csv,96,90,5,1
000457.csv,60,81,8,4
000458.csv,98,60,8,4
000459.csv,96,45,5,3
000460.csv,64,21,8,4
000461.csv,90,9,8,2
000462.csv,48,72,5,4
000463.csv,74,84,7,5
000464.csv,86,84,6,6
000465.csv,44,24,6,1
000466.csv,40,72,7,3
000467.csv,100,93,6,5
000468.csv,58,39,9,3
000469.csv,80,48,5,3
000470.csv,78,90,10,4
000471.csv,54,45,9,5
000472.csv,88,39,6,3
000473.csv,100,18,10,4
000474.csv,54,63,9,2
000475.csv,92,6,8,3
000476.csv,56,81,5,2
000477.csv,82,36,5,3
000478.csv,48,9,7,6
000479.csv,80,24,8,5
000480.csv,86,57,7,1
000481.csv,46,51,6,4
000482.csv,76,9,7,2
000483.csv,70,24,5,4
000484.csv,90,21,10,5
000485.csv,80,60,10,5
000486.csv,88,33,9,6
000487.csv,78,51,9,1
000488.csv,86,69,9,5
000489.csv,76,75,5,1
000490.csv,90,12,6,1
000491.csv,74,45,5,6
000492.csv,54,72,8,3
000493.csv,92,78,9,1
000494.csv,94,69,5,6
000495.csv,68,93,6,3
000496.csv,58,69,10,1
000497.csv,68,72,5,5
000498.csv,48,60,9,5
000499.csv,96,90,5,3
000500.csv,56,51,7,4
000501.csv,52,42,8,4
000502.csv,68,57,8,1
000503.csv,90,9,5,5
000504.csv,58,93,8,4
000505.csv,88,81,9,4
000506.csv,80,33,6,6
000507.csv,44,33,9,1
000508.csv,98,30,6,1
000509.csv,90,78,5,1
000510.csv,68,18,6,2
000511.csv,54,30,5,3
000512.csv,54,87,8,3
000513.csv,70,27,5,1
000514.csv,82,84,9,6
000515.csv,74,69,6,6
000516.csv,92,60,6,1
000517.csv,40,27,8,2
000518.csv,48,54,5,6
000519.csv,40,3,8,6
000520.csv,46,6,9,3
000521.csv,90,3,7,3
000522.csv,62,99,9,4
000523.csv,94,18,6,1
000524.csv,84,3,10,3
000525.csv,56,0,10,2
000526.csv,90,48,10,5
000527.csv,52,48,10,4
000528.csv,92,30,8,5
000529.csv,88,18,9,4
000530.csv,48,66,10,3
000531.csv,40,69,9,5
000532.csv,68,45,7,2
000533.csv,44,90,7,6
000534.csv,76,93,9,2
000535.csv,100,57,8,6
000536.csv,46,45,6,3
000537.csv,62,75,9,5
000538.csv,78,66,6,5
000539.csv,84,39,6,6
000540.csv,60,30,10,3
000541.csv,42,66,10,2
000542.csv,50,39,6,2
000543.csv,94,42,10,4
000544.csv,100,96,10,4
000545.csv,46,0,5,6
000546.csv,48,72,8,2
000547.csv,46,66,7,1
000548.csv,76,99,7,6
000549.csv,70,87,10,5
000550.csv,64,78,5,2
000551.csv,80,87,9,1
000552.csv,78,66,6,3
000553.csv,82,30,8,1
000554.csv,72,0,9,4
000555.csv,40,24,10,4
000556.csv,58,33,10,6
000557.csv,50,12,6,6
000558.csv,62,51,8,6
000559.csv,88,33,8,4
000560.csv,80,54,7,3
000561.csv,92,75,6,1
000562.csv,40,18,10,2
000563.csv,54,18,5,6
000564.csv,70,9,5,1
000565.csv,92,24,7,3
000566.csv,82,81,5,2
000567.csv,66,39,6,2
000568.csv,42,24,5,1
000569.csv,100,75,9,6
000570.csv,94,72,10,4
000571.csv,68,60,5,1
000572.csv,92,12,6,4
000573.csv,80,60,8,5
000574.csv,50,6,5,2
000575.csv,70,12,5,5
000576.csv,40,69,7,6
000577.csv,74,6,6,6
000578.csv,90,81,5,3
000579.csv,70,27,8,6
000580.csv,98,57,10,3
000581.csv,56,84,10,6
000582.csv,64,60,5,4
000583.csv,62,93,8,6
000584.csv,92,54,5,2
000585.csv,48,87,6,5
000586.csv,88,75,10,2
000587.csv,52,54,6,4
000588.csv,58,99,10,1
000589.csv,90,63,6,5
000590.csv,96,6,5,1
000591.csv,54,3,6,4
000592.csv,88,48,8,5
000593.csv,82,81,9,5
000594.csv,42,90,7,2
000595.csv,80,96,5,2
000596.csv,74,93,8,2
000597.csv,54,24,8,4
000598.csv,40,96,6,2
000599.csv,52,54,6,2
000600.csv,100,33,10,3
000601.csv,84,78,10,1
000602.csv,88,87,5,6
000603.csv,40,51,5,2
000604.csv,88,36,5,6
000605.csv,48,15,10,1
000606.csv,98,48,6,5
000607.csv,62,48,5,3
000608.csv,70,54,7,4
000609.csv,74,30,5,2
000610.csv,80,3,10,5
000611.csv,74,18,10,3
000612.csv,92,87,10,5
000613.csv,84,81,8,5
000614.csv,44,33,10,5
000615.csv,40,27,7,1
000616.csv,92,18,6,3
000617.csv,90,45,9,4
000618.csv,96,18,8,1
000619.csv,98,72,5,4
000620.csv,74,84,8,6
000621.csv,40,93,8,2
000622.csv,44,24,7,2
000623.csv,98,51,10,2
000624.csv,66,81,7,3
000625.csv,90,3,7,6
000626.csv,90,63,10,1
000627.csv,92,33,9,4
000628.csv,44,42,6,2
000629.csv,74,72,6,4
000630.csv,94,15,6,3
000631.csv,44,39,6,5
000632.csv,90,96,6,1
000633.csv,90,15,10,3
000634.csv,82,90,10,6
000635.csv,92,69,5,4
000636.csv,96,99,6,4
000637.csv,80,18,10,5
000638.csv,78,27,6,3
000639.csv,80,21,7,5
000640.csv,58,60,8,3
000641.csv,96,21,6,3
000642.csv,78,18,7,2
000643.csv,90,81,7,1
000644.csv,98,87,10,6
000645.csv,88,99,7,2
000646.csv,46,54,8,1
000647.csv,88,78,8,3
000648.csv,94,90,10,5
000649.csv,52,12,10,2
000650.csv,42,57,5,5
000651.csv,74,39,8,6
000652.csv,62,36,8,2
000653.csv,48,87,6,2
000654.csv,70,21,6,5
000655.csv,92,90,5,5
000656.csv,98,87,7,5
000657.csv,50,96,9,1
000658.csv,40,78,5,2
000659.csv,84,36,5,3
000660.csv,74,63,8,4
000661.csv,96,33,6,3
000662.csv,80,48,9,2
000663.csv,50,27,10,5
000664.csv,98,9,7,1
000665.csv,62,63,5,3
000666.csv,56,27,5,4
000667.csv,58,78,7,6
000668.csv,46,36,6,3
000669.csv,82,81,10,1
000670.csv,56,39,9,1
000671.csv,68,66,10,3
000672.csv,58,66,5,1
000673.csv,70,18,10,4
000674.csv,94,63,9,4
000675.csv,94,66,6,3
000676.csv,42,84,7,6
000677.csv,48,63,10,5
000678.csv,44,21,6,5
000679.csv,78,96,6,2
000680.csv,82,3,10,5
000681.csv,92,9,5,3
000682.csv,78,39,8,2
000683.csv,68,21,5,6
000684.csv,80,99,10,3
000685.csv,40,21,7,4
000686.csv,72,6,8,6
000687.csv,68,42,6,5
000688.csv,40,36,7,6
000689.csv,44,54,9,3
000690.csv,46,21,10,3
000691.csv,58,3,10,1
000692.csv,68,87,8,2
000693.csv,100,24,8,4
000694.csv,52,84,5,1
000695.csv,80,48,9,1
000696.csv,88,15,9,3
000697.csv,80,0,10,6
000698.csv,50,30,9,6
000699.csv,44,18,8,6
000700.csv,96,3,7,2
000701.csv,42,66,8,4
000702.csv,62,48,6,3
000703.csv,50,12,8,5
000704.csv,88,27,10,3
000705.csv,54,54,5,1
000706.csv,40,78,10,4
000707.csv,56,78,10,4
000708.csv,62,72,9,6
000709.csv,60,39,10,6
000710.csv,50,21,9,3
000711.csv,40,51,10,4
000712.csv,68,12,7,1
000713.csv,94,81,5,1
000714.csv,46,27,7,4
000715.csv,82,36,10,2
000716.csv,82,12,6,3
000717.csv,50,87,8,1
000718.csv,42,21,6,6
000719.csv,60,9,8,1
000720.csv,100,0,6,5
000721.csv,88,54,9,1
000722.csv,92,87,5,3
000723.csv,76,51,6,5
000724.csv,76,3,7,5
000725.csv,80,93,5,3
000726.csv,60,87,8,3
000727.csv,46,69,10,3
000728.csv,88,60,9,5
000729.csv,74,87,6,2
000730.csv,66,15,8,1
000731.csv,72,36,9,3
000732.csv,72,54,7,1
000733.csv,98,78,6,4
000734.csv,92,39,9,6
000735.csv,98,75,9,2
000736.csv,44,36,10,1
000737.csv,96,81,9,2
000738.csv,42,84,10,6
000739.csv,64,45,5,2
000740.csv,72,42,7,4
000741.csv,66,90,7,2
000742.csv,84,57,6,2
000743.csv,80,78,8,3
000744.csv,66,93,5,1
000745.csv,84,21,9,5
000746.csv,80,27,7,6
000747.csv,50,99,9,2
000748.csv,70,81,6,3
000749.csv,74,57,10,5
000750.csv,40,33,7,5
000751.csv,54,75,9,6
000752.csv,46,90,7,3
000753.csv,88,90,9,5
000754.csv,88,69,8,2
000755.csv,52,63,5,2
000756.csv,54,18,7,2
000757.csv,48,33,9,5
000758.csv,52,81,9,6
000759.csv,94,42,6,5
000760.csv,72,63,6,1
000761.csv,52,63,7,6
000762.csv,48,75,8,6
000763.csv,52,75,7,2
000764.csv,98,9,9,2
000765.csv,94,15,8,3
000766.csv,84,99,8,2
000767.csv,74,51,7,1
000768.csv,58,63,7,4
000769.csv,68,51,6,1
000770.csv,66,87,6,3
000771.csv,88,21,10,4
000772.csv,72,78,7,5
000773.csv,74,9,9,5
000774.csv,54,9,7,1
000775.csv,40,93,10,5
000776.csv,52,99,5,4
000777.csv,54,18,8,2
000778.csv,88,45,10,5
000779.csv,54,90,8,3
000780.csv,52,3,5,5
000781.csv,58,51,7,4
000782.csv,92,60,5,4
000783.csv,100,72,5,3
000784.csv,84,9,9,3
000785.csv,88,84,10,4
000786.csv,100,99,5,2
000787.csv,84,6,8,3
000788.csv,96,66,8,1
000789.csv,60,69,9,5
000790.csv,100,36,7,4
000791.csv,42,12,9,3
000792.csv,100,60,7,2
000793.csv,64,69,7,1
000794.csv,64,0,8,5
000795.csv,86,66,5,6
000796.csv,60,18,5,3
000797.csv,92,39,6,5
000798.csv,70,87,8,4
000799.csv,88,21,6,1
000800.csv,70,48,5,1
000801.csv,82,42,6,5
000802.csv,88,24,6,2
000803.csv,84,84,8,6
000804.csv,52,15,10,3
000805.csv,50,9,7,4
000806.csv,88,57,10,1
000807.csv,56,0,6,3
000808.csv,96,24,5,2
000809.csv,54,42,6,6
000810.csv,92,75,5,3
000811.csv,58,84,10,6
000812.csv,100,3,8,3
000813.csv,48,36,10,2
000814.csv,44,9,9,4
000815.csv,100,3,7,4
000816.csv,50,45,6,2
000817.csv,72,9,8,4
000818.csv,44,96,7,2
000819.csv,94,3,8,5
000820.csv,72,9,10,1
000821.csv,88,39,8,6
000822.csv,72,15,6,1
000823.csv,100,72,5,5
000824.csv,98,3,9,1
000825.csv,98,84,8,5
000826.csv,46,21,7,4
000827.csv,40,75,5,2
000828.csv,52,3,6,5
000829.csv,56,9,6,1
000830.csv,84,84,6,5
000831.csv,60,27,6,6
000832.csv,80,90,5,6
000833.csv,70,30,10,6
000834.csv,78,69,10,1
000835.csv,62,48,5,4
000836.csv,94,12,6,4
000837.csv,92,84,9,4
000838.csv,56,9,5,2
000839.csv,76,42,7,6
000840.csv,88,27,8,6
000841.csv,78,72,5,4
000842.csv,50,33,5,1
000843.csv,94,54,7,3
000844.csv,64,87,8,5
000845.csv,60,18,5,5
000846.csv,80,51,5,3
000847.csv,58,90,6,2
000848.csv,90,0,8,6
000849.csv,52,45,6,3
000850.csv,40,21,6,1
000851.csv,70,81,5,3
000852.csv,46,81,8,5
000853.csv,86,3,6,1
000854.csv,54,9,8,2
000855.csv,60,30,5,6
000856.csv,54,54,9,2
000857.csv,58,18,8,3
000858.csv,94,81,7,2
000859.csv,72,36,6,4
000860.csv,90,96,10,3
000861.csv,40,3,7,3
000862.csv,46,87,5,4
000863.csv,46,9,10,2
000864.csv,42,30,6,3
000865.csv,56,66,9,4
000866.csv,78,63,6,4
000867.csv,76,18,6,5
000868.csv,70,78,10,6
000869.csv,66,57,7,6
000870.csv,88,12,5,2
000871.csv,62,84,7,5
000872.csv,78,60,5,1
000873.csv,98,33,10,4
000874.csv,52,12,5,3
000875.csv,44,48,7,3
000876.csv,54,87,8,1
000877.csv,94,12,7,4
000878.csv,76,24,7,2
000879.csv,58,99,7,3
000880.csv,92,78,9,4
000881.csv,78,45,7,3
000882.csv,56,45,5,3
000883.csv,46,57,7,1
000884.csv,92,42,9,6
000885.csv,86,9,8,6
000886.csv,82,75,8,4
000887.csv,64,3,10,4
000888.csv,44,57,8,3
000889.csv,100,15,9,6
000890.csv,68,15,9,1
000891.csv,92,96,7,1
000892.csv,74,45,10,2
000893.csv,76,90,6,4
000894.csv,62,18,9,5
000895.csv,42,33,8,3
000896.csv,42,66,8,6
000897.csv,54,15,8,6
000898.csv,90,87,8,3
000899.csv,80,87,6,4
000900.csv,60,33,9,1
000901.csv,70,3,7,5
000902.csv,46,45,5,1
000903.csv,74,54,5,2
000904.csv,98,78,9,2
000905.csv,92,87,6,3
000906.csv,88,21,8,3
000907.csv,92,24,9,5
000908.csv,50,33,9,1
000909.csv,48,48,5,5
000910.csv,88,57,6,3
000911.csv,72,9,6,5
000912.csv,84,24,6,6
000913.csv,68,6,7,3
000914.csv,94,6,9,2
000915.csv,42,69,5,5
000916.csv,84,66,10,1
000917.csv,84,78,8,6
000918.csv,100,63,6,2
000919.csv,90,27,8,4
000920.csv,58,15,7,2
000921.csv,60,57,10,5
000922.csv,82,63,6,3
000923.csv,54,18,5,1
000924.csv,88,84,5,6
000925.csv,62,69,8,5
000926.csv,64,3,10,1
000927.csv,94,42,8,4
000928.csv,72,30,6,6
000929.csv,84,15,6,2
000930.csv,64,12,8,2
000931.csv,98,9,10,5
000932.csv,56,39,7,2
000933.csv,58,0,9,3
000934.csv,48,75,8,2
000935.csv,46,21,9,6
000936.csv,52,69,9,1
000937.csv,90,69,6,2
000938.csv,44,96,6,3
000939.csv,42,21,9,1
000940.csv,66,30,10,2
000941.csv,74,39,6,3
000942.csv,52,3,10,4
000943.csv,90,39,9,1
000944.csv,58,48,9,2
000945.csv,78,30,9,3
000946.csv,48,30,8,3
000947.csv,94,96,8,2
000948.csv,50,27,9,2
000949.csv,78,78,9,5
000950.csv,48,33,8,6
000951.csv,98,96,8,2
000952.csv,62,72,8,5
000953.csv,84,96,10,5
000954.csv,40,27,8,6
000955.csv,52,96,5,4
000956.csv,60,39,6,6
000957.csv,80,18,9,3
000958.csv,80,6,8,6
000959.csv,52,3,7,3
000960.csv,88,39,8,4
000961.csv,82,96,7,3
000962.csv,52,9,8,2
000963.csv,80,39,9,5
000964.csv,50,78,7,4
000965.csv,48,9,9,2
000966.csv,84,69,7,6
000967.csv,86,69,9,1
000968.csv,74,78,9,3
000969.csv,92,15,9,5
000970.csv,84,9,7,4
000971.csv,82,0,6,3
000972.csv,90,75,9,1
000973.csv,64,45,5,4
000974.csv,60,18,8,6
000975.csv,66,99,5,4
000976.csv,52,96,8,6
000977.csv,42,93,7,4
000978.csv,56,66,7,3
000979.csv,80,63,9,5
000980.csv,66,18,7,2
000981.csv,42,78,10,4
000982.csv,46,42,10,3
000983.csv,74,75,9,1
000984.csv,64,66,9,4
000985.csv,44,24,10,5
000986.csv,82,69,10,6
000987.csv,86,21,6,4
000988.csv,98,24,5,2
000989.csv,100,45,6,2
000990.csv,54,54,9,3
000991.csv,44,72,9,3
000992.csv,56,57,5,6
000993.csv,88,18,8,2
000994.csv,82,75,9,3
000995.csv,54,45,8,6
000996.csv,70,3,6,1
000997.csv,84,3,8,6
