filename,ps,ds,dms,cycle
000414.csv,46,72,8,2
000415.csv,52,36,5,1
000416.csv,44,44,8,1
000417.csv,80,48,9,5
000418.csv,80,96,10,6
000419.csv,88,76,7,5
000420.csv,90,32,8,6
000421.csv,40,4,10,3
000422.csv,60,4,10,6
000423.csv,82,56,8,3
000424.csv,94,56,9,4
000425.csv,58,72,10,1
000426.csv,56,4,9,2
000427.csv,62,64,5,2
000428.csv,56,32,6,6
000429.csv,62,68,8,5
000430.csv,92,84,5,6
000431.csv,98,40,7,5
000432.csv,40,32,9,3
000433.csv,62,40,5,5
000434.csv,40,8,6,2
000435.csv,44,28,10,5
000436.csv,48,80,7,3
000437.csv,70,52,5,6
000438.csv,78,28,6,4
000439.csv,98,32,8,6
000440.csv,98,16,9,6
000441.csv,94,40,6,6
000442.csv,52,48,7,2
000443.csv,64,68,8,3
000444.csv,60,0,7,4
000445.csv,74,24,9,2
000446.csv,94,68,10,4
000447.csv,68,96,7,6
000448.csv,40,4,6,4
000449.csv,42,60,9,3
000450.csv,98,80,10,4
000451.csv,86,100,7,1
000452.csv,72,96,6,2
000453.csv,74,32,7,4
000454.csv,78,24,8,2
000455.csv,96,32,5,3
000456.csv,42,0,9,5
000457.csv,66,64,10,1
000458.csv,88,68,6,3
000459.csv,98,68,5,2
000460.csv,46,0,8,2
000461.csv,88,76,10,5
000462.csv,74,88,8,4
000463.csv,62,80,10,5
000464.csv,90,64,8,4
000465.csv,42,96,7,3
000466.csv,88,60,7,1
000467.csv,70,8,5,2
000468.csv,86,4,10,4
000469.csv,94,44,5,1
000470.csv,98,92,10,3
000471.csv,74,44,7,6
000472.csv,42,72,10,6
000473.csv,68,96,10,2
000474.csv,78,4,6,4
000475.csv,86,84,10,1
000476.csv,84,40,6,6
000477.csv,82,56,10,4
000478.csv,74,100,10,6
000479.csv,74,76,10,2
000480.csv,46,92,9,3
000481.csv,94,44,7,3
000482.csv,92,36,7,6
000483.csv,56,56,10,3
000484.csv,70,56,9,3
000485.csv,56,32,9,3
000486.csv,44,64,9,2
000487.csv,64,40,10,6
000488.csv,48,24,10,4
000489.csv,60,16,6,6
000490.csv,98,96,5,5
000491.csv,66,28,7,6
000492.csv,40,92,7,4
000493.csv,62,84,8,6
000494.csv,42,32,7,2
000495.csv,100,0,6,6
000496.csv,98,40,5,2
000497.csv,76,40,6,1
000498.csv,86,68,5,2
000499.csv,90,36,10,5
000500.csv,56,100,10,1
000501.csv,70,92,5,3
000502.csv,60,56,5,2
000503.csv,80,100,8,3
000504.csv,42,16,5,3
000505.csv,64,24,8,3
000506.csv,58,92,8,2
000507.csv,84,64,8,1
000508.csv,58,20,8,3
000509.csv,88,12,7,4
000510.csv,54,100,6,1
000511.csv,84,4,10,5
000512.csv,78,20,8,5
000513.csv,100,4,5,4
000514.csv,64,100,10,2
000515.csv,40,56,5,1
000516.csv,62,84,7,4
000517.csv,62,100,8,3
000518.csv,58,60,6,1
000519.csv,80,80,9,4
000520.csv,98,100,8,1
000521.csv,82,76,10,6
000522.csv,50,96,10,1
000523.csv,90,16,5,2
000524.csv,70,100,8,5
000525.csv,88,96,5,4
000526.csv,64,92,7,1
000527.csv,76,0,7,1
000528.csv,56,16,8,1
000529.csv,54,32,8,2
000530.csv,46,20,6,3
000531.csv,82,16,7,2
000532.csv,62,40,5,6
000533.csv,54,12,5,5
000534.csv,82,36,5,6
000535.csv,44,56,6,2
000536.csv,48,68,6,1
000537.csv,60,100,9,3
000538.csv,70,24,6,2
000539.csv,82,92,5,3
000540.csv,76,44,10,5
000541.csv,44,64,6,5
000542.csv,64,12,10,1
000543.csv,62,64,8,1
000544.csv,62,96,6,4
000545.csv,74,28,10,5
000546.csv,46,76,6,3
000547.csv,88,28,8,2
000548.csv,88,100,6,4
000549.csv,54,48,10,2
000550.csv,70,88,9,4
000551.csv,94,12,5,3
000552.csv,46,12,6,2
000553.csv,64,52,10,5
000554.csv,52,4,7,4
000555.csv,88,84,5,2
000556.csv,70,20,10,6
000557.csv,50,80,9,5
000558.csv,98,76,6,4
000559.csv,92,20,7,2
000560.csv,98,28,5,5
000561.csv,86,72,7,6
000562.csv,76,16,7,1
000563.csv,100,48,6,3
000564.csv,48,92,5,1
000565.csv,74,72,7,5
000566.csv,52,56,7,3
000567.csv,58,96,6,3
000568.csv,94,16,6,2
000569.csv,60,84,5,2
000570.csv,92,92,10,6
000571.csv,90,84,7,5
000572.csv,68,60,7,4
000573.csv,76,28,7,1
000574.csv,42,76,10,3
000575.csv,60,92,9,6
000576.csv,54,88,5,4
000577.csv,68,4,8,2
000578.csv,58,12,7,6
000579.csv,74,88,7,4
000580.csv,74,24,7,1
000581.csv,76,100,6,2
000582.csv,56,20,10,5
000583.csv,80,68,7,6
000584.csv,92,40,10,5
000585.csv,68,52,8,5
000586.csv,98,100,6,3
000587.csv,64,100,7,3
000588.csv,54,36,7,1
000589.csv,60,24,7,4
000590.csv,40,36,6,2
000591.csv,72,24,10,5
000592.csv,70,8,6,1
000593.csv,100,28,7,3
000594.csv,46,12,9,6
000595.csv,78,0,10,3
000596.csv,78,92,7,3
000597.csv,70,36,7,2
000598.csv,82,52,10,4
000599.csv,50,36,10,5
000600.csv,98,76,9,4
000601.csv,78,88,7,6
000602.csv,62,28,10,1
000603.csv,78,16,7,2
000604.csv,66,64,5,1
000605.csv,50,48,9,6
000606.csv,70,60,5,1
000607.csv,48,96,9,3
000608.csv,66,68,5,4
000609.csv,40,56,7,5
000610.csv,46,52,10,5
000611.csv,66,4,10,6
000612.csv,72,100,6,4
000613.csv,74,88,10,1
000614.csv,88,24,10,4
000615.csv,64,100,10,5
000616.csv,72,80,10,3
000617.csv,60,96,6,5
000618.csv,70,48,10,5
000619.csv,42,64,6,2
000620.csv,86,20,6,1
000621.csv,46,100,8,4
000622.csv,92,40,6,3
000623.csv,100,40,5,5
000624.csv,56,56,6,2
000625.csv,70,52,6,4
000626.csv,72,12,10,6
000627.csv,46,24,7,6
000628.csv,74,92,6,1
000629.csv,42,28,7,4
000630.csv,58,88,9,3
000631.csv,66,80,5,2
000632.csv,46,20,5,2
000633.csv,46,44,5,4
000634.csv,68,68,8,4
000635.csv,80,44,8,2
000636.csv,46,4,6,6
000637.csv,96,12,5,5
000638.csv,98,100,10,6
000639.csv,94,100,10,1
000640.csv,92,92,9,3
000641.csv,50,4,6,1
000642.csv,70,76,6,2
000643.csv,68,84,9,5
000644.csv,86,32,8,6
000645.csv,42,84,6,4
000646.csv,84,8,8,2
000647.csv,42,12,7,1
000648.csv,78,16,6,4
000649.csv,78,52,9,1
000650.csv,66,16,5,4
000651.csv,50,16,10,1
000652.csv,46,20,7,2
000653.csv,62,60,6,4
000654.csv,64,32,7,3
000655.csv,90,20,7,2
000656.csv,84,72,10,2
000657.csv,82,28,10,2
000658.csv,84,12,8,5
000659.csv,64,80,9,1
000660.csv,40,56,10,4
000661.csv,86,4,10,1
000662.csv,96,28,7,6
000663.csv,96,68,7,2
000664.csv,44,84,8,5
000665.csv,68,4,10,2
000666.csv,50,56,7,2
000667.csv,40,28,8,2
000668.csv,64,56,10,2
000669.csv,66,88,7,5
000670.csv,60,72,9,6
000671.csv,46,76,5,5
000672.csv,94,4,7,5
000673.csv,54,28,8,3
000674.csv,66,48,5,3
000675.csv,76,36,7,4
000676.csv,62,36,8,4
000677.csv,60,88,6,1
000678.csv,62,0,5,5
000679.csv,40,80,6,5
000680.csv,84,52,9,1
000681.csv,54,4,7,6
000682.csv,88,28,8,4
000683.csv,60,100,5,5
000684.csv,70,88,8,5
000685.csv,80,92,10,4
000686.csv,68,88,8,4
000687.csv,64,56,7,2
000688.csv,84,0,9,1
000689.csv,66,20,10,4
000690.csv,44,92,9,2
000691.csv,82,56,8,4
000692.csv,68,8,10,6
000693.csv,100,12,10,6
000694.csv,68,76,9,5
000695.csv,72,60,9,1
000696.csv,42,100,10,2
000697.csv,100,0,6,5
000698.csv,90,0,8,5
000699.csv,42,60,6,6
000700.csv,48,68,9,2
000701.csv,46,24,9,2
000702.csv,54,16,8,2
000703.csv,70,80,6,5
000704.csv,60,48,6,3
000705.csv,100,8,9,5
000706.csv,72,100,8,3
000707.csv,92,44,9,4
000708.csv,86,72,7,1
000709.csv,94,64,5,1
000710.csv,84,16,8,5
000711.csv,88,52,10,4
000712.csv,76,20,10,3
000713.csv,90,88,9,3
000714.csv,62,40,6,3
000715.csv,50,0,9,6
000716.csv,70,0,9,1
000717.csv,86,44,7,4
000718.csv,74,36,9,2
000719.csv,46,40,10,3
000720.csv,94,84,5,3
000721.csv,90,24,6,2
000722.csv,56,80,9,1
000723.csv,64,4,8,1
000724.csv,56,48,6,2
000725.csv,54,60,8,3
000726.csv,64,8,7,6
000727.csv,62,36,9,5
000728.csv,82,92,10,6
000729.csv,84,100,10,2
000730.csv,50,52,6,1
000731.csv,42,20,10,3
000732.csv,50,4,10,6
000733.csv,82,76,6,6
000734.csv,94,88,7,5
000735.csv,98,88,8,5
000736.csv,42,56,6,1
000737.csv,70,12,6,1
000738.csv,62,40,7,2
000739.csv,66,40,8,6
000740.csv,44,16,6,6
000741.csv,62,72,5,3
000742.csv,64,52,6,2
000743.csv,100,72,5,2
000744.csv,78,28,6,5
000745.csv,100,88,8,5
000746.csv,76,44,9,3
000747.csv,94,100,7,4
000748.csv,68,28,8,6
000749.csv,62,40,5,4
000750.csv,84,84,7,1
000751.csv,62,100,8,5
000752.csv,40,44,6,1
000753.csv,74,92,7,4
000754.csv,84,88,5,6
000755.csv,100,96,9,3
000756.csv,66,28,5,6
000757.csv,50,52,6,5
000758.csv,46,68,10,3
000759.csv,100,88,8,3
000760.csv,64,68,5,4
000761.csv,42,8,10,2
000762.csv,76,24,10,6
000763.csv,72,68,8,3
000764.csv,40,88,10,5
000765.csv,100,40,8,4
000766.csv,42,76,10,4
000767.csv,96,44,6,4
000768.csv,40,44,8,4
000769.csv,80,72,7,3
000770.csv,80,40,10,4
000771.csv,50,64,6,2
000772.csv,58,100,10,2
000773.csv,80,32,9,5
000774.csv,56,16,5,2
000775.csv,76,48,5,3
000776.csv,48,72,9,5
000777.csv,40,24,10,4
000778.csv,98,44,5,3
000779.csv,88,56,7,3
000780.csv,100,92,9,1
000781.csv,40,88,10,2
000782.csv,86,52,7,5
000783.csv,58,60,5,1
000784.csv,96,68,7,5
000785.csv,96,96,5,1
000786.csv,76,0,9,1
000787.csv,94,88,5,6
000788.csv,62,84,8,5
000789.csv,80,80,6,5
000790.csv,98,60,8,5
000791.csv,98,48,6,3
000792.csv,74,8,7,5
000793.csv,56,28,7,2
000794.csv,98,24,9,5
000795.csv,80,68,9,2
000796.csv,72,68,10,6
000797.csv,42,68,8,3
000798.csv,78,36,9,4
000799.csv,40,76,5,5
000800.csv,58,68,6,4
000801.csv,54,72,10,1
000802.csv,58,16,7,2
000803.csv,72,36,10,2
000804.csv,52,8,8,3
000805.csv,48,16,5,3
000806.csv,40,96,9,4
000807.csv,46,56,10,1
000808.csv,76,60,7,6
000809.csv,40,100,10,1
000810.csv,78,64,6,1
000811.csv,90,12,10,1
000812.csv,94,48,7,3
000813.csv,100,24,8,1
000814.csv,40,48,9,2
000815.csv,62,36,5,4
000816.csv,82,24,7,2
000817.csv,66,60,8,3
000818.csv,94,72,9,4
000819.csv,94,96,9,2
000820.csv,72,4,10,1
000821.csv,72,76,8,5
000822.csv,88,76,7,4
000823.csv,92,100,10,3
000824.csv,100,0,8,4
000825.csv,78,92,7,1
000826.csv,78,88,5,3
000827.csv,48,92,8,4
000828.csv,56,52,6,4
000829.csv,48,8,5,6
000830.csv,76,36,7,6
000831.csv,68,60,5,5
000832.csv,80,100,7,1
000833.csv,54,36,6,3
000834.csv,62,100,9,2
000835.csv,40,36,10,1
000836.csv,82,92,6,4
000837.csv,100,40,8,5
000838.csv,46,64,10,2
000839.csv,76,92,7,6
000840.csv,58,40,5,6
000841.csv,88,28,9,3
000842.csv,66,64,10,4
000843.csv,42,80,5,2
000844.csv,86,96,7,6
000845.csv,80,64,10,6
000846.csv,42,72,9,6
000847.csv,82,28,6,5
000848.csv,44,20,8,4
000849.csv,40,64,8,6
000850.csv,96,100,6,2
000851.csv,46,96,5,2
000852.csv,96,68,6,5
000853.csv,70,40,6,2
000854.csv,66,8,5,5
000855.csv,52,76,10,2
000856.csv,58,52,9,1
000857.csv,62,36,10,6
000858.csv,40,20,5,2
000859.csv,46,12,9,1
000860.csv,98,84,10,3
000861.csv,100,56,6,6
000862.csv,80,44,9,5
000863.csv,72,84,8,5
000864.csv,100,32,9,4
000865.csv,76,64,5,5
000866.csv,84,100,6,4
000867.csv,50,16,9,5
000868.csv,80,64,6,3
000869.csv,58,40,8,6
000870.csv,56,60,9,2
000871.csv,54,84,9,2
000872.csv,96,4,7,3
000873.csv,76,84,5,6
000874.csv,98,20,6,2
000875.csv,62,52,8,3
000876.csv,52,48,7,3
000877.csv,64,48,7,1
000878.csv,70,44,10,2
000879.csv,100,16,8,4
000880.csv,46,88,9,1
000881.csv,60,96,10,4
000882.csv,100,0,5,2
000883.csv,70,80,9,6
000884.csv,40,100,6,2
000885.csv,80,20,5,1
000886.csv,60,16,6,4
000887.csv,44,20,7,5
000888.csv,72,12,5,2
000889.csv,46,28,6,4
000890.csv,76,4,9,6
000891.csv,68,60,7,1
000892.csv,72,48,8,1
000893.csv,44,24,7,2
000894.csv,78,44,9,1
000895.csv,44,88,5,6
000896.csv,90,80,6,2
000897.csv,72,100,5,5
000898.csv,66,40,9,3
000899.csv,86,40,5,5
000900.csv,84,0,7,2
000901.csv,50,88,7,1
000902.csv,82,68,8,1
000903.csv,78,96,8,5
000904.csv,50,68,9,1
000905.csv,88,28,7,1
000906.csv,68,92,6,1
000907.csv,54,64,8,5
000908.csv,44,96,10,1
000909.csv,82,44,8,6
000910.csv,78,44,10,2
000911.csv,92,40,7,6
000912.csv,66,80,8,6
000913.csv,52,12,8,3
000914.csv,82,8,9,4
000915.csv,52,76,9,5
000916.csv,50,4,6,6
000917.csv,90,12,8,5
000918.csv,68,20,10,2
000919.csv,70,32,10,4
000920.csv,56,4,7,2
000921.csv,70,28,10,2
000922.csv,62,40,9,3
000923.csv,74,64,7,2
000924.csv,50,8,7,3
000925.csv,96,76,6,5
000926.csv,86,40,7,2
000927.csv,52,24,9,2
000928.csv,72,88,10,1
000929.csv,78,64,9,3
000930.csv,94,8,6,6
000931.csv,64,20,9,3
000932.csv,46,84,6,1
000933.csv,76,24,6,4
000934.csv,50,36,8,4
000935.csv,64,48,6,5
000936.csv,66,72,5,6
000937.csv,50,20,7,2
000938.csv,86,96,8,2
000939.csv,72,36,6,3
000940.csv,100,20,7,4
000941.csv,42,48,6,1
000942.csv,92,40,9,3
000943.csv,82,24,10,2
000944.csv,74,68,9,1
000945.csv,54,52,5,5
000946.csv,44,96,7,5
000947.csv,44,72,8,3
000948.csv,66,36,9,2
000949.csv,84,28,9,5
000950.csv,100,84,10,1
000951.csv,74,0,7,6
000952.csv,64,32,6,3
000953.csv,42,28,8,1
000954.csv,56,68,9,4
000955.csv,44,56,5,3
000956.csv,42,24,10,6
000957.csv,54,56,10,4
000958.csv,98,8,10,3
000959.csv,50,60,8,1
000960.csv,60,44,5,2
000961.csv,68,72,7,2
000962.csv,82,92,7,6
000963.csv,82,4,7,6
000964.csv,98,56,8,4
000965.csv,58,72,6,4
000966.csv,58,76,5,3
000967.csv,46,56,6,4
000968.csv,74,52,10,3
000969.csv,82,72,7,3
000970.csv,94,56,9,3
000971.csv,62,44,7,2
000972.csv,52,84,5,4
000973.csv,56,56,5,5
000974.csv,48,92,5,5
000975.csv,80,16,8,6
000976.csv,44,12,5,6
000977.csv,46,100,8,3
000978.csv,86,60,6,4
000979.csv,58,72,8,6
000980.csv,66,24,7,6
000981.csv,86,40,6,4
000982.csv,78,100,10,4
000983.csv,56,64,7,2
000984.csv,86,84,10,2
000985.csv,46,44,5,3
000986.csv,76,100,8,5
000987.csv,74,76,7,3
000988.csv,78,96,7,2
000989.csv,54,96,5,6
000990.csv,76,32,5,5
000991.csv,66,24,5,4
000992.csv,66,16,5,1
000993.csv,78,76,5,6
000994.csv,56,12,8,5
000995.csv,64,4,9,1
000996.csv,74,56,8,4
000997.csv,44,40,9,1
