filename,ps,ds,dms,cycle
016980.csv,40,75,6,5
016981.csv,80,92,10,1
016982.csv,80,92,10,3
016983.csv,80,92,10,5
016984.csv,105,16,5,1
016985.csv,105,16,5,3
016986.csv,105,16,5,5
016987.csv,85,64,6,1
016988.csv,85,64,6,3
016989.csv,85,64,6,5
016990.csv,90,104,11,1
016991.csv,90,104,11,3
016992.csv,90,104,11,5
016993.csv,105,36,10,1
016994.csv,105,36,10,3
016995.csv,105,36,10,5
016996.csv,105,50,5,1
016997.csv,105,50,5,3
016998.csv,105,50,5,5
016999.csv,80,48,8,1
017000.csv,80,48,8,3
017001.csv,80,48,8,5
017002.csv,55,5,7,1
017003.csv,55,5,7,3
017004.csv,55,5,7,5
017005.csv,60,76,7,1
017006.csv,60,76,7,3
017007.csv,60,76,7,5
017008.csv,110,16,8,1
017009.csv,110,16,8,3
017010.csv,110,16,8,5
017011.csv,100,60,11,1
017012.csv,100,60,11,3
017013.csv,100,60,11,5
017014.csv,50,32,11,1
017015.csv,50,32,11,3
017016.csv,50,32,11,5
017017.csv,110,52,5,1
017018.csv,110,52,5,3
017019.csv,110,52,5,5
017020.csv,55,55,5,1
017021.csv,55,55,5,3
017022.csv,55,55,5,5
017023.csv,85,85,10,1
017024.csv,85,85,10,3
017025.csv,85,85,10,5
017026.csv,90,56,6,1
017027.csv,90,56,6,3
017028.csv,90,56,6,5
017029.csv,100,25,6,1
017030.csv,100,25,6,3
017031.csv,100,25,6,5
017032.csv,45,16,9,1
017033.csv,45,16,9,3
017034.csv,45,16,9,5
017035.csv,85,45,7,1
017036.csv,85,45,7,3
017037.csv,85,45,7,5
017038.csv,75,15,8,1
017039.csv,75,15,8,3
017040.csv,75,15,8,5
017041.csv,70,108,10,1
017042.csv,70,108,10,3
017043.csv,70,108,10,5
017044.csv,50,56,7,1
017045.csv,50,56,7,3
017046.csv,50,56,7,5
017047.csv,95,105,10,1
017048.csv,95,105,10,3
017049.csv,95,105,10,5
017050.csv,50,96,6,1
017051.csv,50,96,6,3
017052.csv,50,96,6,5
017053.csv,60,12,8,1
017054.csv,60,12,8,3
017055.csv,60,12,8,5
017056.csv,50,64,10,1
017057.csv,50,64,10,3
017058.csv,50,64,10,5
017059.csv,70,76,6,1
017060.csv,70,76,6,3
017061.csv,70,76,6,5
017062.csv,105,52,7,1
017063.csv,105,52,7,3
017064.csv,105,52,7,5
017065.csv,70,4,5,1
017066.csv,70,4,5,3
017067.csv,70,4,5,5
017068.csv,85,68,11,1
017069.csv,85,68,11,3
017070.csv,85,68,11,5
017071.csv,45,75,6,1
017072.csv,45,75,6,3
017073.csv,45,75,6,5
017074.csv,75,50,9,1
017075.csv,75,50,9,3
017076.csv,75,50,9,5
017077.csv,95,75,5,1
017078.csv,95,75,5,3
017079.csv,95,75,5,5
017080.csv,55,4,10,1
017081.csv,55,4,10,3
017082.csv,55,4,10,5
017083.csv,45,15,6,1
017084.csv,45,15,6,3
017085.csv,45,15,6,5
017086.csv,100,76,8,1
017087.csv,100,76,8,3
017088.csv,100,76,8,5
017089.csv,45,20,6,1
017090.csv,45,20,6,3
017091.csv,45,20,6,5
017092.csv,85,48,11,1
017093.csv,85,48,11,3
017094.csv,85,48,11,5
017095.csv,85,16,7,1
017096.csv,85,16,7,3
017097.csv,85,16,7,5
017098.csv,110,105,11,1
017099.csv,110,105,11,3
017100.csv,110,105,11,5
017101.csv,75,92,5,1
017102.csv,75,92,5,3
017103.csv,75,92,5,5
017104.csv,55,32,5,1
017105.csv,55,32,5,3
017106.csv,55,32,5,5
017107.csv,55,55,8,1
017108.csv,55,55,8,3
017109.csv,55,55,8,5
017110.csv,55,56,7,1
017111.csv,55,56,7,3
017112.csv,55,56,7,5
017113.csv,70,90,6,1
017114.csv,70,90,6,3
017115.csv,70,90,6,5
017116.csv,85,104,7,1
017117.csv,85,104,7,3
017118.csv,85,104,7,5
017119.csv,50,45,7,1
017120.csv,50,45,7,3
017121.csv,50,45,7,5
017122.csv,50,25,5,1
017123.csv,50,25,5,3
017124.csv,50,25,5,5
017125.csv,65,40,11,1
017126.csv,65,40,11,3
017127.csv,65,40,11,5
017128.csv,50,20,10,1
017129.csv,50,20,10,3
017130.csv,50,20,10,5
017131.csv,90,92,6,1
017132.csv,90,92,6,3
017133.csv,90,92,6,5
017134.csv,110,44,11,1
017135.csv,110,44,11,3
017136.csv,110,44,11,5
017137.csv,50,36,9,1
017138.csv,50,36,9,3
017139.csv,50,36,9,5
017140.csv,85,28,9,1
017141.csv,85,28,9,3
017142.csv,85,28,9,5
017143.csv,85,76,8,1
017144.csv,85,76,8,3
017145.csv,85,76,8,5
017146.csv,60,108,8,1
017147.csv,60,108,8,3
017148.csv,60,108,8,5
017149.csv,70,56,9,1
017150.csv,70,56,9,3
017151.csv,70,56,9,5
017152.csv,85,70,9,1
017153.csv,85,70,9,3
017154.csv,85,70,9,5
017155.csv,60,0,8,1
017156.csv,60,0,8,3
017157.csv,60,0,8,5
017158.csv,70,36,10,1
017159.csv,70,36,10,3
017160.csv,70,36,10,5
017161.csv,70,36,5,1
017162.csv,70,36,5,3
017163.csv,70,36,5,5
017164.csv,100,80,6,1
017165.csv,100,80,6,3
017166.csv,100,80,6,5
017167.csv,85,64,11,1
017168.csv,85,64,11,3
017169.csv,85,64,11,5
017170.csv,95,92,10,1
017171.csv,95,92,10,3
017172.csv,95,92,10,5
017173.csv,60,0,9,1
017174.csv,60,0,9,3
017175.csv,60,0,9,5
017176.csv,70,60,6,1
017177.csv,70,60,6,3
017178.csv,70,60,6,5
017179.csv,80,15,6,1
017180.csv,80,15,6,3
017181.csv,80,15,6,5
017182.csv,55,40,6,1
017183.csv,55,40,6,3
017184.csv,55,40,6,5
017185.csv,70,75,10,1
017186.csv,70,75,10,3
017187.csv,70,75,10,5
017188.csv,95,25,11,1
017189.csv,95,25,11,3
017190.csv,95,25,11,5
017191.csv,75,25,10,1
017192.csv,75,25,10,3
017193.csv,75,25,10,5
017194.csv,100,36,9,1
017195.csv,100,36,9,3
017196.csv,100,36,9,5
017197.csv,85,40,11,1
017198.csv,85,40,11,3
017199.csv,85,40,11,5
017200.csv,85,85,9,1
017201.csv,85,85,9,3
017202.csv,85,85,9,5
017203.csv,45,52,8,1
017204.csv,45,52,8,3
017205.csv,45,52,8,5
017206.csv,100,64,9,1
017207.csv,100,64,9,3
017208.csv,100,64,9,5
017209.csv,85,84,9,1
017210.csv,85,84,9,3
017211.csv,85,84,9,5
017212.csv,55,10,8,1
017213.csv,55,10,8,3
017214.csv,55,10,8,5
017215.csv,55,0,5,1
017216.csv,55,0,5,3
017217.csv,55,0,5,5
017218.csv,90,64,6,1
017219.csv,90,64,6,3
017220.csv,90,64,6,5
017221.csv,70,56,6,1
017222.csv,70,56,6,3
017223.csv,70,56,6,5
017224.csv,70,76,11,1
017225.csv,70,76,11,3
017226.csv,70,76,11,5
017227.csv,100,85,9,1
017228.csv,100,85,9,3
017229.csv,100,85,9,5
017230.csv,45,10,7,1
017231.csv,45,10,7,3
017232.csv,45,10,7,5
017233.csv,60,96,7,1
017234.csv,60,96,7,3
017235.csv,60,96,7,5
017236.csv,45,95,5,1
017237.csv,45,95,5,3
017238.csv,45,95,5,5
017239.csv,65,88,9,1
017240.csv,65,88,9,3
017241.csv,65,88,9,5
017242.csv,85,65,6,1
017243.csv,85,65,6,3
017244.csv,85,65,6,5
017245.csv,50,35,10,1
017246.csv,50,35,10,3
017247.csv,50,35,10,5
017248.csv,55,95,10,1
017249.csv,55,95,10,3
017250.csv,55,95,10,5
017251.csv,105,68,10,1
017252.csv,105,68,10,3
017253.csv,105,68,10,5
017254.csv,55,52,8,1
017255.csv,55,52,8,3
017256.csv,55,52,8,5
017257.csv,40,108,9,1
017258.csv,40,108,9,3
017259.csv,40,108,9,5
017260.csv,85,100,9,1
017261.csv,85,100,9,3
017262.csv,85,100,9,5
017263.csv,95,60,11,1
017264.csv,95,60,11,3
017265.csv,95,60,11,5
017266.csv,85,65,5,1
017267.csv,85,65,5,3
017268.csv,85,65,5,5
017269.csv,110,48,10,1
017270.csv,110,48,10,3
017271.csv,110,48,10,5
017272.csv,60,20,5,1
017273.csv,60,20,5,3
017274.csv,60,20,5,5
017275.csv,55,80,7,1
017276.csv,55,80,7,3
017277.csv,55,80,7,5
017278.csv,65,4,11,1
017279.csv,65,4,11,3
017280.csv,65,4,11,5
017281.csv,45,24,10,1
017282.csv,45,24,10,3
017283.csv,45,24,10,5
017284.csv,70,105,6,1
017285.csv,70,105,6,3
017286.csv,70,105,6,5
017287.csv,80,48,9,1
017288.csv,80,48,9,3
017289.csv,80,48,9,5
017290.csv,65,105,10,1
017291.csv,65,105,10,3
017292.csv,65,105,10,5
017293.csv,105,48,5,1
017294.csv,105,48,5,3
017295.csv,105,48,5,5
017296.csv,110,12,9,1
017297.csv,110,12,9,3
017298.csv,110,12,9,5
017299.csv,90,48,5,1
017300.csv,90,48,5,3
017301.csv,90,48,5,5
017302.csv,100,25,7,1
017303.csv,100,25,7,3
017304.csv,100,25,7,5
017305.csv,55,12,9,1
017306.csv,55,12,9,3
017307.csv,55,12,9,5
017308.csv,55,36,8,1
017309.csv,55,36,8,3
017310.csv,55,36,8,5
017311.csv,95,0,11,1
017312.csv,95,0,11,3
017313.csv,95,0,11,5
017314.csv,110,5,8,1
017315.csv,110,5,8,3
017316.csv,110,5,8,5
017317.csv,70,35,7,1
017318.csv,70,35,7,3
017319.csv,70,35,7,5
017320.csv,50,64,7,1
017321.csv,50,64,7,3
017322.csv,50,64,7,5
017323.csv,60,95,8,1
017324.csv,60,95,8,3
017325.csv,60,95,8,5
017326.csv,65,10,9,1
017327.csv,65,10,9,3
017328.csv,65,10,9,5
017329.csv,90,80,6,1
017330.csv,90,80,6,3
017331.csv,90,80,6,5
017332.csv,90,88,8,1
017333.csv,90,88,8,3
017334.csv,90,88,8,5
017335.csv,70,50,11,1
017336.csv,70,50,11,3
017337.csv,70,50,11,5
017338.csv,50,4,10,1
017339.csv,50,4,10,3
017340.csv,50,4,10,5
017341.csv,45,40,7,1
017342.csv,45,40,7,3
017343.csv,45,40,7,5
017344.csv,45,8,6,1
017345.csv,45,8,6,3
017346.csv,45,8,6,5
017347.csv,90,32,7,1
017348.csv,90,32,7,3
017349.csv,90,32,7,5
017350.csv,60,92,9,1
017351.csv,60,92,9,3
017352.csv,60,92,9,5
017353.csv,70,40,10,1
017354.csv,70,40,10,3
017355.csv,70,40,10,5
017356.csv,75,70,8,1
017357.csv,75,70,8,3
017358.csv,75,70,8,5
017359.csv,75,12,8,1
017360.csv,75,12,8,3
017361.csv,75,12,8,5
017362.csv,100,28,8,1
017363.csv,100,28,8,3
017364.csv,100,28,8,5
017365.csv,55,75,10,1
017366.csv,55,75,10,3
017367.csv,55,75,10,5
017368.csv,105,32,6,1
017369.csv,105,32,6,3
017370.csv,105,32,6,5
017371.csv,65,64,5,1
017372.csv,65,64,5,3
017373.csv,65,64,5,5
017374.csv,80,15,9,1
017375.csv,80,15,9,3
017376.csv,80,15,9,5
017377.csv,100,55,11,1
017378.csv,100,55,11,3
017379.csv,100,55,11,5
017380.csv,50,32,8,1
017381.csv,50,32,8,3
017382.csv,50,32,8,5
017383.csv,100,75,5,1
017384.csv,100,75,5,3
017385.csv,100,75,5,5
017386.csv,55,64,7,1
017387.csv,55,64,7,3
017388.csv,55,64,7,5
017389.csv,110,64,8,1
017390.csv,110,64,8,3
017391.csv,110,64,8,5
017392.csv,95,64,9,1
017393.csv,95,64,9,3
017394.csv,95,64,9,5
017395.csv,95,45,10,1
017396.csv,95,45,10,3
017397.csv,95,45,10,5
017398.csv,110,65,8,1
017399.csv,110,65,8,3
017400.csv,110,65,8,5
017401.csv,105,70,8,1
017402.csv,105,70,8,3
017403.csv,105,70,8,5
017404.csv,85,60,10,1
017405.csv,85,60,10,3
017406.csv,85,60,10,5
017407.csv,55,30,10,1
017408.csv,55,30,10,3
017409.csv,55,30,10,5
017410.csv,45,65,8,1
017411.csv,45,65,8,3
017412.csv,45,65,8,5
017413.csv,85,36,7,1
017414.csv,85,36,7,3
017415.csv,85,36,7,5
017416.csv,85,28,5,1
017417.csv,85,28,5,3
017418.csv,85,28,5,5
017419.csv,60,4,11,1
017420.csv,60,4,11,3
017421.csv,60,4,11,5
017422.csv,70,20,7,1
017423.csv,70,20,7,3
017424.csv,70,20,7,5
017425.csv,60,100,7,1
017426.csv,60,100,7,3
017427.csv,60,100,7,5
017428.csv,60,28,9,1
017429.csv,60,28,9,3
017430.csv,60,28,9,5
017431.csv,70,65,11,1
017432.csv,70,65,11,3
017433.csv,70,65,11,5
017434.csv,100,76,5,1
017435.csv,100,76,5,3
017436.csv,100,76,5,5
017437.csv,80,20,10,1
017438.csv,80,20,10,3
017439.csv,80,20,10,5
017440.csv,65,28,6,1
017441.csv,65,28,6,3
017442.csv,65,28,6,5
017443.csv,90,65,5,1
017444.csv,90,65,5,3
017445.csv,90,65,5,5
017446.csv,95,8,11,1
017447.csv,95,8,11,3
017448.csv,95,8,11,5
017449.csv,60,108,7,1
017450.csv,60,108,7,3
017451.csv,60,108,7,5
017452.csv,40,64,5,1
017453.csv,40,64,5,3
017454.csv,40,64,5,5
017455.csv,55,20,6,1
017456.csv,55,20,6,3
017457.csv,55,20,6,5
017458.csv,75,44,7,1
017459.csv,75,44,7,3
017460.csv,75,44,7,5
017461.csv,50,75,5,1
017462.csv,50,75,5,3
017463.csv,50,75,5,5
017464.csv,105,84,5,1
017465.csv,105,84,5,3
017466.csv,105,84,5,5
017467.csv,65,45,9,1
017468.csv,65,45,9,3
017469.csv,65,45,9,5
017470.csv,70,75,7,1
017471.csv,70,75,7,3
017472.csv,70,75,7,5
017473.csv,60,8,6,1
017474.csv,60,8,6,3
017475.csv,60,8,6,5
017476.csv,85,48,7,1
017477.csv,85,48,7,3
017478.csv,85,48,7,5
017479.csv,85,4,5,1
017480.csv,85,4,5,3
017481.csv,85,4,5,5
017482.csv,85,108,9,1
017483.csv,85,108,9,3
017484.csv,85,108,9,5
017485.csv,85,24,9,1
