filename,ps,ds,dms,cycle
007646.csv,70,64,9,4
007647.csv,70,64,9,6
007648.csv,80,28,11,2
007649.csv,80,28,11,4
007650.csv,80,28,11,6
007651.csv,55,84,5,2
007652.csv,55,84,5,4
007653.csv,55,84,5,6
007654.csv,70,68,7,2
007655.csv,70,68,7,4
007656.csv,70,68,7,6
007657.csv,90,76,9,2
007658.csv,90,76,9,4
007659.csv,90,76,9,6
007660.csv,50,12,10,2
007661.csv,50,12,10,4
007662.csv,50,12,10,6
007663.csv,110,32,7,2
007664.csv,110,32,7,4
007665.csv,110,32,7,6
007666.csv,110,92,5,2
007667.csv,110,92,5,4
007668.csv,110,92,5,6
007669.csv,80,104,9,2
007670.csv,80,104,9,4
007671.csv,80,104,9,6
007672.csv,105,84,11,2
007673.csv,105,84,11,4
007674.csv,105,84,11,6
007675.csv,110,88,10,2
007676.csv,110,88,10,4
007677.csv,110,88,10,6
007678.csv,110,36,11,2
007679.csv,110,36,11,4
007680.csv,110,36,11,6
007681.csv,50,76,11,2
007682.csv,50,76,11,4
007683.csv,50,76,11,6
007684.csv,95,16,8,2
007685.csv,95,16,8,4
007686.csv,95,16,8,6
007687.csv,80,28,7,2
007688.csv,80,28,7,4
007689.csv,80,28,7,6
007690.csv,70,36,11,2
007691.csv,70,36,11,4
007692.csv,70,36,11,6
007693.csv,45,36,7,2
007694.csv,45,36,7,4
007695.csv,45,36,7,6
007696.csv,65,64,5,2
007697.csv,65,64,5,4
007698.csv,65,64,5,6
007699.csv,110,52,7,2
007700.csv,110,52,7,4
007701.csv,110,52,7,6
007702.csv,85,84,5,2
007703.csv,85,84,5,4
007704.csv,85,84,5,6
007705.csv,50,96,9,2
007706.csv,50,96,9,4
007707.csv,50,96,9,6
007708.csv,85,84,9,2
007709.csv,85,84,9,4
007710.csv,85,84,9,6
007711.csv,70,104,6,2
007712.csv,70,104,6,4
007713.csv,70,104,6,6
007714.csv,65,12,10,2
007715.csv,65,12,10,4
007716.csv,65,12,10,6
007717.csv,70,32,8,2
007718.csv,70,32,8,4
007719.csv,70,32,8,6
007720.csv,55,52,11,2
007721.csv,55,52,11,4
007722.csv,55,52,11,6
007723.csv,75,32,10,2
007724.csv,75,32,10,4
007725.csv,75,32,10,6
007726.csv,50,104,7,2
007727.csv,50,104,7,4
007728.csv,50,104,7,6
007729.csv,100,68,10,2
007730.csv,100,68,10,4
007731.csv,100,68,10,6
007732.csv,105,64,5,2
007733.csv,105,64,5,4
007734.csv,105,64,5,6
007735.csv,50,44,5,2
007736.csv,50,44,5,4
007737.csv,50,44,5,6
007738.csv,40,76,9,2
007739.csv,40,76,9,4
007740.csv,40,76,9,6
007741.csv,65,12,9,2
007742.csv,65,12,9,4
007743.csv,65,12,9,6
007744.csv,45,44,6,2
007745.csv,45,44,6,4
007746.csv,45,44,6,6
007747.csv,65,32,8,2
007748.csv,65,32,8,4
007749.csv,65,32,8,6
007750.csv,100,36,9,2
007751.csv,100,36,9,4
007752.csv,100,36,9,6
007753.csv,105,104,7,2
007754.csv,105,104,7,4
007755.csv,105,104,7,6
007756.csv,75,28,5,2
007757.csv,75,28,5,4
007758.csv,75,28,5,6
007759.csv,80,48,9,2
007760.csv,80,48,9,4
007761.csv,80,48,9,6
007762.csv,110,52,5,2
007763.csv,110,52,5,4
007764.csv,110,52,5,6
007765.csv,110,72,6,2
007766.csv,110,72,6,4
007767.csv,110,72,6,6
007768.csv,50,68,7,2
007769.csv,50,68,7,4
007770.csv,50,68,7,6
007771.csv,60,4,9,2
007772.csv,60,4,9,4
007773.csv,60,4,9,6
007774.csv,110,96,11,2
007775.csv,110,96,11,4
007776.csv,110,96,11,6
007777.csv,90,44,6,2
007778.csv,90,44,6,4
007779.csv,90,44,6,6
007780.csv,110,44,11,2
007781.csv,110,44,11,4
007782.csv,110,44,11,6
007783.csv,80,72,5,2
007784.csv,80,72,5,4
007785.csv,80,72,5,6
007786.csv,105,4,7,2
007787.csv,105,4,7,4
007788.csv,105,4,7,6
007789.csv,50,32,7,2
007790.csv,50,32,7,4
007791.csv,50,32,7,6
007792.csv,100,88,8,2
007793.csv,100,88,8,4
007794.csv,100,88,8,6
007795.csv,110,108,7,2
007796.csv,110,108,7,4
007797.csv,110,108,7,6
007798.csv,40,108,6,2
007799.csv,40,108,6,4
007800.csv,40,108,6,6
007801.csv,70,48,10,2
007802.csv,70,48,10,4
007803.csv,70,48,10,6
007804.csv,45,92,11,2
007805.csv,45,92,11,4
007806.csv,45,92,11,6
007807.csv,100,8,11,2
007808.csv,100,8,11,4
007809.csv,100,8,11,6
007810.csv,80,12,7,2
007811.csv,80,12,7,4
007812.csv,80,12,7,6
007813.csv,40,64,8,2
007814.csv,40,64,8,4
007815.csv,40,64,8,6
007816.csv,70,12,10,2
007817.csv,70,12,10,4
007818.csv,70,12,10,6
007819.csv,110,108,8,2
007820.csv,110,108,8,4
007821.csv,110,108,8,6
007822.csv,100,56,8,2
007823.csv,100,56,8,4
007824.csv,100,56,8,6
007825.csv,100,8,9,2
007826.csv,100,8,9,4
007827.csv,100,8,9,6
007828.csv,40,44,11,2
007829.csv,40,44,11,4
007830.csv,40,44,11,6
007831.csv,75,88,7,2
007832.csv,75,88,7,4
007833.csv,75,88,7,6
007834.csv,70,88,6,2
007835.csv,70,88,6,4
007836.csv,70,88,6,6
007837.csv,45,32,8,2
007838.csv,45,32,8,4
007839.csv,45,32,8,6
007840.csv,105,84,7,2
007841.csv,105,84,7,4
007842.csv,105,84,7,6
007843.csv,110,24,8,2
007844.csv,110,24,8,4
007845.csv,110,24,8,6
007846.csv,70,76,8,2
007847.csv,70,76,8,4
007848.csv,70,76,8,6
007849.csv,100,36,5,2
007850.csv,100,36,5,4
007851.csv,100,36,5,6
007852.csv,55,4,7,2
007853.csv,55,4,7,4
007854.csv,55,4,7,6
007855.csv,80,52,6,2
007856.csv,80,52,6,4
007857.csv,80,52,6,6
007858.csv,45,76,9,2
007859.csv,45,76,9,4
007860.csv,45,76,9,6
007861.csv,65,52,10,2
007862.csv,65,52,10,4
007863.csv,65,52,10,6
007864.csv,55,76,6,2
007865.csv,55,76,6,4
007866.csv,55,76,6,6
007867.csv,55,92,8,2
007868.csv,55,92,8,4
007869.csv,55,92,8,6
007870.csv,70,4,11,2
007871.csv,70,4,11,4
007872.csv,70,4,11,6
007873.csv,45,92,5,2
007874.csv,45,92,5,4
007875.csv,45,92,5,6
007876.csv,65,8,10,2
007877.csv,65,8,10,4
007878.csv,65,8,10,6
007879.csv,40,24,5,2
007880.csv,40,24,5,4
007881.csv,40,24,5,6
007882.csv,85,32,5,2
007883.csv,85,32,5,4
007884.csv,85,32,5,6
007885.csv,55,64,6,2
007886.csv,55,64,6,4
007887.csv,55,64,6,6
007888.csv,60,84,6,2
007889.csv,60,84,6,4
007890.csv,60,84,6,6
007891.csv,75,36,8,2
007892.csv,75,36,8,4
007893.csv,75,36,8,6
007894.csv,85,108,5,2
007895.csv,85,108,5,4
007896.csv,85,108,5,6
007897.csv,105,88,8,2
007898.csv,105,88,8,4
007899.csv,105,88,8,6
007900.csv,55,12,8,2
007901.csv,55,12,8,4
007902.csv,55,12,8,6
007903.csv,100,44,5,2
007904.csv,100,44,5,4
007905.csv,100,44,5,6
007906.csv,50,4,9,2
007907.csv,50,4,9,4
007908.csv,50,4,9,6
007909.csv,45,8,8,2
007910.csv,45,8,8,4
007911.csv,45,8,8,6
007912.csv,50,84,7,2
007913.csv,50,84,7,4
007914.csv,50,84,7,6
007915.csv,70,108,7,2
007916.csv,70,108,7,4
007917.csv,70,108,7,6
007918.csv,45,52,11,2
007919.csv,45,52,11,4
007920.csv,45,52,11,6
007921.csv,40,32,8,2
007922.csv,40,32,8,4
007923.csv,40,32,8,6
007924.csv,105,108,10,2
007925.csv,105,108,10,4
007926.csv,105,108,10,6
007927.csv,90,36,8,2
007928.csv,90,36,8,4
007929.csv,90,36,8,6
007930.csv,100,24,5,2
007931.csv,100,24,5,4
007932.csv,100,24,5,6
007933.csv,80,72,7,2
007934.csv,80,72,7,4
007935.csv,80,72,7,6
007936.csv,70,96,6,2
007937.csv,70,96,6,4
007938.csv,70,96,6,6
007939.csv,85,76,6,2
007940.csv,85,76,6,4
007941.csv,85,76,6,6
007942.csv,105,108,9,2
007943.csv,105,108,9,4
007944.csv,105,108,9,6
007945.csv,85,52,10,2
007946.csv,85,52,10,4
007947.csv,85,52,10,6
007948.csv,70,16,10,2
007949.csv,70,16,10,4
007950.csv,70,16,10,6
007951.csv,65,56,10,2
007952.csv,65,56,10,4
007953.csv,65,56,10,6
007954.csv,45,48,10,2
007955.csv,45,48,10,4
007956.csv,45,48,10,6
007957.csv,75,12,9,2
007958.csv,75,12,9,4
007959.csv,75,12,9,6
007960.csv,50,48,6,2
007961.csv,50,48,6,4
007962.csv,50,48,6,6
007963.csv,65,64,11,2
007964.csv,65,64,11,4
007965.csv,65,64,11,6
007966.csv,90,88,9,2
007967.csv,90,88,9,4
007968.csv,90,88,9,6
007969.csv,85,36,10,2
007970.csv,85,36,10,4
007971.csv,85,36,10,6
007972.csv,40,88,6,2
007973.csv,40,88,6,4
007974.csv,40,88,6,6
007975.csv,50,76,9,2
007976.csv,50,76,9,4
007977.csv,50,76,9,6
007978.csv,65,56,5,2
007979.csv,65,56,5,4
007980.csv,65,56,5,6
007981.csv,110,104,6,2
007982.csv,110,104,6,4
007983.csv,110,104,6,6
007984.csv,95,92,6,2
007985.csv,95,92,6,4
007986.csv,95,92,6,6
007987.csv,55,8,10,2
007988.csv,55,8,10,4
007989.csv,55,8,10,6
007990.csv,100,12,10,2
007991.csv,100,12,10,4
007992.csv,100,12,10,6
007993.csv,45,28,8,2
007994.csv,45,28,8,4
007995.csv,45,28,8,6
007996.csv,75,104,11,2
007997.csv,75,104,11,4
007998.csv,75,104,11,6
007999.csv,90,8,8,2
008000.csv,90,8,8,4
008001.csv,90,8,8,6
008002.csv,60,8,5,2
008003.csv,60,8,5,4
008004.csv,60,8,5,6
008005.csv,110,8,9,2
008006.csv,110,8,9,4
008007.csv,110,8,9,6
008008.csv,110,32,6,2
008009.csv,110,32,6,4
008010.csv,110,32,6,6
008011.csv,60,64,7,2
008012.csv,60,64,7,4
008013.csv,60,64,7,6
008014.csv,90,84,10,2
008015.csv,90,84,10,4
008016.csv,90,84,10,6
008017.csv,80,8,5,2
008018.csv,80,8,5,4
008019.csv,80,8,5,6
008020.csv,75,48,7,2
008021.csv,75,48,7,4
008022.csv,75,48,7,6
008023.csv,80,68,6,2
008024.csv,80,68,6,4
008025.csv,80,68,6,6
008026.csv,40,104,8,2
008027.csv,40,104,8,4
008028.csv,40,104,8,6
008029.csv,90,64,8,2
008030.csv,90,64,8,4
008031.csv,90,64,8,6
008032.csv,85,52,9,2
008033.csv,85,52,9,4
008034.csv,85,52,9,6
008035.csv,55,56,10,2
008036.csv,55,56,10,4
008037.csv,55,56,10,6
008038.csv,80,8,10,2
008039.csv,80,8,10,4
008040.csv,80,8,10,6
008041.csv,100,64,8,2
008042.csv,100,64,8,4
008043.csv,100,64,8,6
008044.csv,80,76,9,2
008045.csv,80,76,9,4
008046.csv,80,76,9,6
008047.csv,45,68,8,2
008048.csv,45,68,8,4
008049.csv,45,68,8,6
008050.csv,95,52,9,2
008051.csv,95,52,9,4
008052.csv,95,52,9,6
008053.csv,105,28,10,2
008054.csv,105,28,10,4
008055.csv,105,28,10,6
008056.csv,65,76,7,2
008057.csv,65,76,7,4
008058.csv,65,76,7,6
008059.csv,45,56,8,2
008060.csv,45,56,8,4
008061.csv,45,56,8,6
008062.csv,100,72,7,2
008063.csv,100,72,7,4
008064.csv,100,72,7,6
008065.csv,65,104,9,2
008066.csv,65,104,9,4
008067.csv,65,104,9,6
008068.csv,80,24,7,2
008069.csv,80,24,7,4
008070.csv,80,24,7,6
008071.csv,55,72,11,2
008072.csv,55,72,11,4
008073.csv,55,72,11,6
008074.csv,90,72,9,2
008075.csv,90,72,9,4
008076.csv,90,72,9,6
008077.csv,60,48,9,2
008078.csv,60,48,9,4
008079.csv,60,48,9,6
008080.csv,45,8,9,2
008081.csv,45,8,9,4
008082.csv,45,8,9,6
008083.csv,75,88,5,2
008084.csv,75,88,5,4
008085.csv,75,88,5,6
008086.csv,55,84,6,2
008087.csv,55,84,6,4
008088.csv,55,84,6,6
008089.csv,95,64,7,2
008090.csv,95,64,7,4
008091.csv,95,64,7,6
008092.csv,110,88,7,2
008093.csv,110,88,7,4
008094.csv,110,88,7,6
008095.csv,95,88,11,2
008096.csv,95,88,11,4
008097.csv,95,88,11,6
008098.csv,110,8,8,2
008099.csv,110,8,8,4
008100.csv,110,8,8,6
008101.csv,100,32,5,2
008102.csv,100,32,5,4
008103.csv,100,32,5,6
008104.csv,55,104,6,2
008105.csv,55,104,6,4
008106.csv,55,104,6,6
008107.csv,50,32,11,2
008108.csv,50,32,11,4
008109.csv,50,32,11,6
008110.csv,65,84,11,2
008111.csv,65,84,11,4
008112.csv,65,84,11,6
008113.csv,45,64,6,2
008114.csv,45,64,6,4
008115.csv,45,64,6,6
008116.csv,60,56,11,2
008117.csv,60,56,11,4
008118.csv,60,56,11,6
008119.csv,45,12,10,2
008120.csv,45,12,10,4
008121.csv,45,12,10,6
008122.csv,65,28,10,2
008123.csv,65,28,10,4
008124.csv,65,28,10,6
008125.csv,55,72,7,2
008126.csv,55,72,7,4
008127.csv,55,72,7,6
008128.csv,55,36,5,2
008129.csv,55,36,5,4
008130.csv,55,36,5,6
008131.csv,55,92,11,2
008132.csv,55,92,11,4
008133.csv,55,92,11,6
008134.csv,40,24,10,2
008135.csv,40,24,10,4
008136.csv,40,24,10,6
008137.csv,70,24,8,2
008138.csv,70,24,8,4
008139.csv,70,24,8,6
008140.csv,55,72,8,2
008141.csv,55,72,8,4
008142.csv,55,72,8,6
008143.csv,110,24,5,2
008144.csv,110,24,5,4
008145.csv,110,24,5,6
008146.csv,105,96,7,2
008147.csv,105,96,7,4
008148.csv,105,96,7,6
008149.csv,55,104,10,2
008150.csv,55,104,10,4
008151.csv,55,104,10,6
008152.csv,50,24,6,2
008153.csv,50,24,6,4
008154.csv,50,24,6,6
008155.csv,45,72,8,2
008156.csv,45,72,8,4
008157.csv,45,72,8,6
008158.csv,40,4,11,2
008159.csv,40,4,11,4
008160.csv,40,4,11,6
008161.csv,75,4,5,2
008162.csv,75,4,5,4
008163.csv,75,4,5,6
008164.csv,90,56,7,2
008165.csv,90,56,7,4
008166.csv,90,56,7,6
008167.csv,80,84,5,2
008168.csv,80,84,5,4
008169.csv,80,84,5,6
008170.csv,110,48,9,2
008171.csv,110,48,9,4
008172.csv,110,48,9,6
008173.csv,65,92,9,2
008174.csv,65,92,9,4
008175.csv,65,92,9,6
008176.csv,70,56,6,2
008177.csv,70,56,6,4
008178.csv,70,56,6,6
008179.csv,40,64,9,2
008180.csv,40,64,9,4
008181.csv,40,64,9,6
008182.csv,60,108,8,2
008183.csv,60,108,8,4
008184.csv,60,108,8,6
008185.csv,55,108,5,2
008186.csv,55,108,5,4
008187.csv,55,108,5,6
008188.csv,55,52,10,2
008189.csv,55,52,10,4
008190.csv,55,52,10,6
008191.csv,110,4,5,2
008192.csv,110,4,5,4
008193.csv,110,4,5,6
008194.csv,80,72,8,2
008195.csv,80,72,8,4
008196.csv,80,72,8,6
008197.csv,110,16,9,2
008198.csv,110,16,9,4
008199.csv,110,16,9,6
008200.csv,40,56,11,2
008201.csv,40,56,11,4
008202.csv,40,56,11,6
008203.csv,90,68,11,2
008204.csv,90,68,11,4
008205.csv,90,68,11,6
008206.csv,75,4,10,2
008207.csv,75,4,10,4
008208.csv,75,4,10,6
008209.csv,45,56,11,2
008210.csv,45,56,11,4
008211.csv,45,56,11,6
008212.csv,50,36,6,2
008213.csv,50,36,6,4
008214.csv,50,36,6,6
008215.csv,105,84,6,2
008216.csv,105,84,6,4
008217.csv,105,84,6,6
008218.csv,55,4,8,2
008219.csv,55,4,8,4
008220.csv,55,4,8,6
008221.csv,105,76,7,2
008222.csv,105,76,7,4
008223.csv,105,76,7,6
008224.csv,80,36,10,2
008225.csv,80,36,10,4
008226.csv,80,36,10,6
008227.csv,55,92,6,2
008228.csv,55,92,6,4
008229.csv,55,92,6,6
008230.csv,95,24,11,2
008231.csv,95,24,11,4
008232.csv,95,24,11,6
008233.csv,65,44,7,2
008234.csv,65,44,7,4
008235.csv,65,44,7,6
008236.csv,105,64,7,2
008237.csv,105,64,7,4
008238.csv,105,64,7,6
008239.csv,100,24,6,2
008240.csv,100,24,6,4
008241.csv,100,24,6,6
008242.csv,80,12,5,2
008243.csv,80,12,5,4
008244.csv,80,12,5,6
008245.csv,85,8,11,2
008246.csv,85,8,11,4
008247.csv,85,8,11,6
008248.csv,40,52,6,2
008249.csv,40,52,6,4
008250.csv,40,52,6,6
008251.csv,105,28,7,2
008252.csv,105,28,7,4
008253.csv,105,28,7,6
008254.csv,70,28,10,2
008255.csv,70,28,10,4
008256.csv,70,28,10,6
008257.csv,40,36,9,2
008258.csv,40,36,9,4
008259.csv,40,36,9,6
008260.csv,105,76,11,2
008261.csv,105,76,11,4
008262.csv,105,76,11,6
008263.csv,105,44,9,2
008264.csv,105,44,9,4
008265.csv,105,44,9,6
008266.csv,85,4,5,2
008267.csv,85,4,5,4
008268.csv,85,4,5,6
008269.csv,70,28,8,2
008270.csv,70,28,8,4
008271.csv,70,28,8,6
008272.csv,60,24,9,2
008273.csv,60,24,9,4
008274.csv,60,24,9,6
008275.csv,95,32,11,2
008276.csv,95,32,11,4
008277.csv,95,32,11,6
008278.csv,75,76,7,2
008279.csv,75,76,7,4
008280.csv,75,76,7,6
008281.csv,60,88,10,2
008282.csv,60,88,10,4
008283.csv,60,88,10,6
008284.csv,70,52,5,2
008285.csv,70,52,5,4
008286.csv,70,52,5,6
008287.csv,40,28,7,2
008288.csv,40,28,7,4
008289.csv,40,28,7,6
008290.csv,60,84,9,2
008291.csv,60,84,9,4
008292.csv,60,84,9,6
008293.csv,80,104,5,2
008294.csv,80,104,5,4
008295.csv,80,104,5,6
008296.csv,110,56,7,2
008297.csv,110,56,7,4
008298.csv,110,56,7,6
008299.csv,110,36,5,2
008300.csv,110,36,5,4
008301.csv,110,36,5,6
008302.csv,85,28,10,2
008303.csv,85,28,10,4
008304.csv,85,28,10,6
008305.csv,60,56,7,2
008306.csv,60,56,7,4
008307.csv,60,56,7,6
008308.csv,75,84,5,2
008309.csv,75,84,5,4
008310.csv,75,84,5,6
008311.csv,110,72,7,2
008312.csv,110,72,7,4
008313.csv,110,72,7,6
008314.csv,80,56,11,2
008315.csv,80,56,11,4
008316.csv,80,56,11,6
008317.csv,65,16,7,2
008318.csv,65,16,7,4
008319.csv,65,16,7,6
008320.csv,110,28,8,2
008321.csv,110,28,8,4
008322.csv,110,28,8,6
008323.csv,90,44,11,2
008324.csv,90,44,11,4
008325.csv,90,44,11,6
008326.csv,85,4,9,2
008327.csv,85,4,9,4
008328.csv,85,4,9,6
008329.csv,45,4,5,2
008330.csv,45,4,5,4
008331.csv,45,4,5,6
008332.csv,95,12,6,2
008333.csv,95,12,6,4
008334.csv,95,12,6,6
008335.csv,50,8,5,2
008336.csv,50,8,5,4
008337.csv,50,8,5,6
008338.csv,90,84,8,2
008339.csv,90,84,8,4
008340.csv,90,84,8,6
008341.csv,70,28,6,2
008342.csv,70,28,6,4
008343.csv,70,28,6,6
008344.csv,60,92,5,2
008345.csv,60,92,5,4
008346.csv,60,92,5,6
008347.csv,75,88,8,2
008348.csv,75,88,8,4
008349.csv,75,88,8,6
008350.csv,50,104,10,2
008351.csv,50,104,10,4
008352.csv,50,104,10,6
008353.csv,100,44,10,2
008354.csv,100,44,10,4
008355.csv,100,44,10,6
008356.csv,50,16,9,2
008357.csv,50,16,9,4
008358.csv,50,16,9,6
008359.csv,65,12,6,2
008360.csv,65,12,6,4
008361.csv,65,12,6,6
008362.csv,105,44,8,2
008363.csv,105,44,8,4
008364.csv,105,44,8,6
008365.csv,110,56,5,2
008366.csv,110,56,5,4
008367.csv,110,56,5,6
008368.csv,80,44,5,2
008369.csv,80,44,5,4
008370.csv,80,44,5,6
008371.csv,100,8,8,2
008372.csv,100,8,8,4
008373.csv,100,8,8,6
008374.csv,105,48,9,2
008375.csv,105,48,9,4
008376.csv,105,48,9,6
008377.csv,90,4,8,2
008378.csv,90,4,8,4
008379.csv,90,4,8,6
008380.csv,50,92,8,2
008381.csv,50,92,8,4
008382.csv,50,92,8,6
008383.csv,75,24,10,2
008384.csv,75,24,10,4
008385.csv,75,24,10,6
008386.csv,70,8,9,2
008387.csv,70,8,9,4
008388.csv,70,8,9,6
008389.csv,80,16,7,2
008390.csv,80,16,7,4
008391.csv,80,16,7,6
008392.csv,95,68,8,2
008393.csv,95,68,8,4
008394.csv,95,68,8,6
008395.csv,65,88,8,2
008396.csv,65,88,8,4
008397.csv,65,88,8,6
008398.csv,75,72,10,2
008399.csv,75,72,10,4
008400.csv,75,72,10,6
008401.csv,55,92,7,2
008402.csv,55,92,7,4
008403.csv,55,92,7,6
008404.csv,85,56,6,2
008405.csv,85,56,6,4
008406.csv,85,56,6,6
008407.csv,110,56,11,2
008408.csv,110,56,11,4
008409.csv,110,56,11,6
008410.csv,105,12,6,2
008411.csv,105,12,6,4
008412.csv,105,12,6,6
008413.csv,70,48,7,2
008414.csv,70,48,7,4
008415.csv,70,48,7,6
008416.csv,90,52,10,2
008417.csv,90,52,10,4
008418.csv,90,52,10,6
008419.csv,85,48,10,2
008420.csv,85,48,10,4
008421.csv,85,48,10,6
008422.csv,80,44,8,2
008423.csv,80,44,8,4
008424.csv,80,44,8,6
008425.csv,85,48,8,2
008426.csv,85,48,8,4
008427.csv,85,48,8,6
008428.csv,55,12,6,2
008429.csv,55,12,6,4
008430.csv,55,12,6,6
008431.csv,85,64,5,2
008432.csv,85,64,5,4
008433.csv,85,64,5,6
008434.csv,70,108,10,2
008435.csv,70,108,10,4
008436.csv,70,108,10,6
008437.csv,85,8,8,2
008438.csv,85,8,8,4
008439.csv,85,8,8,6
008440.csv,50,108,5,2
008441.csv,50,108,5,4
008442.csv,50,108,5,6
008443.csv,85,28,7,2
008444.csv,85,28,7,4
008445.csv,85,28,7,6
008446.csv,85,88,8,2
008447.csv,85,88,8,4
008448.csv,85,88,8,6
008449.csv,70,24,7,2
008450.csv,70,24,7,4
008451.csv,70,24,7,6
008452.csv,85,56,11,2
008453.csv,85,56,11,4
008454.csv,85,56,11,6
008455.csv,85,28,5,2
008456.csv,85,28,5,4
008457.csv,85,28,5,6
008458.csv,60,104,5,2
008459.csv,60,104,5,4
008460.csv,60,104,5,6
008461.csv,85,12,8,2
008462.csv,85,12,8,4
008463.csv,85,12,8,6
008464.csv,45,48,8,2
008465.csv,45,48,8,4
008466.csv,45,48,8,6
008467.csv,110,72,11,2
008468.csv,110,72,11,4
008469.csv,110,72,11,6
008470.csv,40,12,5,2
008471.csv,40,12,5,4
008472.csv,40,12,5,6
008473.csv,110,72,10,2
008474.csv,110,72,10,4
008475.csv,110,72,10,6
008476.csv,40,56,6,2
